block,range_m,radial_velocity_mps,angle_deg
0,2.548828125,0.21636000088621057,-38.0
0,11.044921875,1.7308800070896846,43.0
1,2.548828125,0.8654400035448423,-41.0
2,3.18603515625,0.05409000022155265,-42.0
3,2.548828125,0.21636000088621057,-40.0
4,2.71875,0.08654400035448423,-38.0
5,2.548828125,0.0,-40.0
6,3.05859375,0.2596320010634527,-41.0
7,3.3984375,0.43272000177242115,-43.0
9,3.3984375,0.43272000177242115,-44.0
11,11.89453125,1.7308800070896846,46.0
12,10.1953125,1.7308800070896846,41.0
13,2.548828125,0.43272000177242115,-37.0
14,3.05859375,0.2596320010634527,-39.0
15,3.3984375,0.3245400013293159,-43.0
15,11.89453125,1.7308800070896846,46.0
16,11.89453125,1.7308800070896846,46.0
17,2.548828125,0.43272000177242115,-40.0
17,11.89453125,1.7308800070896846,46.0
18,3.3984375,0.43272000177242115,-40.0
18,11.89453125,1.7308800070896846,44.0
19,3.3984375,0.43272000177242115,-39.0
19,11.89453125,1.7308800070896846,44.0
20,2.548828125,0.43272000177242115,-41.0
21,11.89453125,1.7308800070896846,46.0
23,11.044921875,1.514520006203474,43.0
24,3.3984375,0.0,-44.0
24,11.044921875,1.7308800070896846,42.0
25,11.89453125,1.7308800070896846,46.0
28,11.89453125,1.514520006203474,45.0
29,11.89453125,1.4063400057603688,46.0
30,11.5546875,1.4712480060262318,47.0
31,12.744140625,1.2981600053172635,46.0
32,11.89453125,1.2981600053172635,46.0
33,11.89453125,1.2981600053172635,47.0
34,11.89453125,1.2981600053172635,46.0
37,12.234375,1.4712480060262318,45.0
38,11.89453125,1.4063400057603688,45.0
39,12.744140625,1.2981600053172635,45.0
40,12.744140625,1.2981600053172635,46.0
41,12.4609375,1.1539200047264566,46.0
42,12.744140625,1.2981600053172635,47.0
43,11.89453125,0.8654400035448423,47.0
45,11.89453125,0.8654400035448423,47.0
53,12.744140625,0.43272000177242115,46.0
54,11.89453125,0.43272000177242115,47.0
77,0.0,-13.847040056717477,-39.0
108,3.3984375,-0.43272000177242115,-44.0
133,6.796875,5.625360023041475,42.0
211,3.3984375,0.43272000177242115,-41.0
218,1.69921875,13.414320054945057,-40.0
367,0.849609375,-12.116160049627794,-40.0
368,8.49609375,-9.952560040765686,-43.0
386,12.744140625,-0.21636000088621057,46.0
388,11.89453125,-0.21636000088621057,47.0
389,12.4609375,-0.2884800011816141,45.0
390,12.4609375,-0.2884800011816141,46.0
391,12.744140625,-0.43272000177242115,45.0
392,12.744140625,-0.43272000177242115,46.0
392,3.3984375,10.385280042538108,-42.0
393,12.744140625,-0.43272000177242115,46.0
394,12.744140625,-0.43272000177242115,46.0
395,11.89453125,-0.43272000177242115,45.0
396,12.744140625,-0.43272000177242115,45.0
397,12.744140625,-0.43272000177242115,44.0
398,12.744140625,-0.43272000177242115,45.0
410,12.744140625,-0.6490800026586317,43.0
411,12.4609375,-0.5769600023632282,43.0
412,11.89453125,-0.6490800026586317,43.0
413,11.89453125,-0.6490800026586317,45.0
414,11.89453125,-0.6490800026586317,45.0
415,11.89453125,-0.8654400035448423,47.0
417,11.89453125,-0.8654400035448423,43.0
418,11.89453125,-0.8654400035448423,41.0
419,13.59375,-0.8654400035448423,40.0
420,11.328125,-0.7212000029540353,42.0
421,12.744140625,-0.8654400035448423,42.0
422,11.89453125,-0.8654400035448423,42.0
423,12.744140625,-0.8654400035448423,43.0
427,12.744140625,-0.8654400035448423,41.0
429,11.89453125,-0.8654400035448423,43.0
430,11.89453125,-0.8654400035448423,43.0
431,11.89453125,-0.8654400035448423,43.0
432,11.89453125,-0.8654400035448423,42.0
433,12.744140625,-0.8654400035448423,40.0
434,11.89453125,-0.8654400035448423,40.0
435,12.744140625,-0.8654400035448423,41.0
446,11.89453125,-0.8654400035448423,46.0
449,11.044921875,-0.8654400035448423,39.0
450,11.044921875,-0.8654400035448423,38.0
451,11.89453125,-0.8654400035448423,38.0
452,11.89453125,-0.8654400035448423,37.0
453,11.044921875,-0.8654400035448423,37.0
454,11.044921875,-0.43272000177242115,37.0
455,11.89453125,-0.6490800026586317,37.0
456,11.5546875,-0.6058080024813897,37.0
457,11.5546875,-0.6058080024813897,35.0
458,11.89453125,-0.6490800026586317,35.0
459,12.234375,-0.6058080024813897,35.0
460,11.89453125,-0.8654400035448423,35.0
461,11.89453125,-0.8654400035448423,34.0
462,11.044921875,-0.43272000177242115,35.0
463,11.89453125,-0.43272000177242115,35.0
487,10.1953125,-0.8654400035448423,29.0
488,11.044921875,-0.43272000177242115,29.0
489,11.044921875,-0.6490800026586317,30.0
490,11.044921875,-0.43272000177242115,29.0
491,11.89453125,-0.6490800026586317,28.0
492,11.044921875,-0.6490800026586317,29.0
493,11.89453125,-0.6490800026586317,27.0
495,15.29296875,0.43272000177242115,41.0
499,11.044921875,-0.43272000177242115,27.0
500,10.53515625,-0.6058080024813897,26.0
501,11.328125,-0.5769600023632282,26.0
502,11.044921875,-0.6490800026586317,26.0
503,10.53515625,-0.6058080024813897,26.0
504,10.53515625,-0.6058080024813897,26.0
505,11.044921875,-0.6490800026586317,25.0
506,10.53515625,-0.6058080024813897,26.0
507,10.680803571428571,-0.43272000177242115,24.0
508,10.680803571428571,-0.43272000177242115,24.0
509,11.044921875,-0.43272000177242115,24.0
510,10.680803571428571,-0.43272000177242115,25.0
511,10.680803571428571,-0.43272000177242115,25.0
512,10.680803571428571,-0.43272000177242115,25.0
513,10.680803571428571,-0.43272000177242115,25.0
514,11.044921875,-0.43272000177242115,23.0
515,10.53515625,-0.2596320010634527,23.0
516,11.044921875,-0.43272000177242115,24.0
517,10.1953125,-0.43272000177242115,25.0
518,10.680803571428571,-0.43272000177242115,22.0
519,10.680803571428571,-0.43272000177242115,22.0
520,10.40771484375,-0.3786300015508685,21.0
521,10.384114583333334,-0.2884800011816141,21.0
522,10.680803571428571,-0.43272000177242115,20.0
523,10.40771484375,-0.3786300015508685,19.0
524,10.680803571428571,-0.43272000177242115,19.0
525,10.384114583333334,-0.2884800011816141,21.0
526,10.53515625,-0.2163600008862106,20.0
527,10.384114583333334,-0.2884800011816141,20.0
528,10.53515625,-0.2163600008862106,19.0
529,10.53515625,-0.2163600008862106,18.0
530,10.384114583333334,-0.14424000059080708,18.0
531,10.53515625,-0.2163600008862106,19.0
532,10.349786931818182,-0.2753672738551771,19.0
533,10.1953125,-0.43272000177242115,19.0
534,10.40771484375,-0.4868100019939738,19.0
535,10.680803571428571,-0.43272000177242115,19.0
536,10.53515625,-0.6058080024813897,21.0
537,10.1953125,-0.43272000177242115,18.0
