block,range_m,radial_velocity_mps,angle_deg,doa_cluster_id,n_angle_bins
1412,10.53515625,0.778896003190358,19.0,0.0,3.0
1413,11.044921875,0.757260003101737,19.5,-1.0,2.0
1414,10.1953125,0.9195300037663949,20.0,0.0,3.0
1415,11.5546875,0.778896003190358,24.5,-1.0,2.0
1416,11.21484375,0.8221680033676002,25.5,-1.0,2.0
1418,11.89453125,0.8654400035448423,24.5,-1.0,2.0
1419,11.89453125,0.9195300037663949,24.5,-1.0,2.0
1423,11.89453125,0.9736200039879475,27.5,-1.0,2.0
1424,11.044921875,0.8654400035448423,29.0,-1.0,1.0
1427,11.89453125,1.0818000044310527,30.5,-1.0,2.0
1428,11.89453125,1.0818000044310527,31.0,0.0,3.0
1429,11.89453125,1.0818000044310527,34.5,-1.0,2.0
1432,12.744140625,1.0818000044310527,32.5,-1.0,2.0
1435,12.744140625,1.0818000044310527,33.0,0.0,3.0
1436,11.89453125,1.0818000044310527,34.0,0.0,3.0
1437,11.89453125,1.0277100042095002,34.0,0.0,3.0
1438,12.744140625,1.0818000044310527,34.5,-1.0,2.0
1440,12.744140625,1.0818000044310527,35.0,0.0,3.0
1444,12.744140625,0.8654400035448423,36.0,0.0,3.0
1445,12.744140625,0.8654400035448423,38.0,0.0,3.0
1446,12.744140625,0.8654400035448423,38.0,0.0,3.0
1447,12.744140625,0.8654400035448423,38.0,0.0,3.0
1455,12.744140625,0.6490800026586317,51.5,0.0,4.0
1457,13.59375,0.6490800026586317,48.5,0.0,4.0
1458,12.744140625,0.6490800026586317,46.0,-1.0,1.0
1468,11.89453125,-0.43272000177242115,44.5,0.0,4.0
1510,13.59375,-0.43272000177242115,42.0,0.0,3.0
1511,12.744140625,-0.5409000022155265,41.5,-1.0,2.0
1512,13.02734375,-0.5769600023632282,41.0,0.0,3.0
1515,12.744140625,-0.6490800026586317,41.0,0.0,3.0
1519,12.744140625,-0.6490800026586317,38.5,-1.0,2.0
1520,12.744140625,-0.6490800026586317,45.0,0.0,3.0
1521,12.744140625,-0.6490800026586317,38.0,-1.0,1.0
1523,12.744140625,-0.757260003101737,37.5,-1.0,2.0
1524,12.744140625,-0.8654400035448423,37.5,-1.0,2.0
1526,11.89453125,-0.8654400035448423,36.0,-1.0,1.0
1527,12.744140625,-0.8654400035448423,35.0,0.0,3.0
1528,11.89453125,-0.8654400035448423,36.0,0.0,3.0
1529,12.744140625,-0.8654400035448423,37.5,0.0,4.0
1530,11.89453125,-0.8654400035448423,35.5,-1.0,2.0
1531,12.744140625,-0.8654400035448423,34.0,0.0,3.0
1534,11.89453125,-0.8654400035448423,32.5,-1.0,2.0
1537,11.89453125,-0.9736200039879475,32.0,0.0,3.0
1543,11.89453125,-0.9195300037663948,28.5,-1.0,2.0
1546,11.89453125,-0.8654400035448423,27.0,0.0,3.0
1547,11.89453125,-0.8654400035448423,27.0,0.0,3.0
1548,11.044921875,-0.9736200039879475,26.0,0.0,3.0
1549,11.89453125,-0.9195300037663948,26.5,-1.0,2.0
1552,11.044921875,-0.8654400035448423,23.0,0.0,3.0
1553,11.044921875,-0.8654400035448423,23.0,0.0,3.0
1554,11.044921875,-0.8654400035448423,22.0,0.0,3.0
1555,11.044921875,-0.8654400035448423,22.0,0.0,3.0
1556,11.044921875,-0.8654400035448423,22.0,0.0,3.0
1557,10.1953125,-0.8654400035448423,21.0,0.0,3.0
1560,10.1953125,-0.8654400035448423,20.5,-1.0,2.0
1561,10.53515625,-0.778896003190358,17.5,-1.0,2.0
1563,10.6201171875,-0.8113500033232895,15.5,0.0,4.0
1564,10.1953125,-2.1636000088621055,15.0,0.0,3.0
1564,11.044921875,-0.757260003101737,15.0,0.0,3.0
1577,9.345703125,-4.543560018610423,6.5,-1.0,2.0
1579,9.345703125,-4.543560018610423,5.0,0.0,3.0
1579,10.1953125,-0.21636000088621057,7.0,-1.0,1.0
1580,10.1953125,-0.26444000108314625,5.5,-1.0,2.0
1581,9.98291015625,-0.18931500077543426,5.5,-1.0,2.0
1582,10.1953125,-0.14424000059080705,4.5,-1.0,2.0
1583,10.1953125,-0.14424000059080705,4.0,0.0,3.0
1584,10.1953125,6.923520028358738,3.0,0.0,3.0
1584,10.1953125,-7.93016446160826e-18,3.0,0.0,3.0
1585,10.1953125,0.06181714311034587,3.5,0.0,4.0
1586,10.1953125,-0.3966600016247194,2.5,0.0,4.0
1587,9.7705078125,-1.8390600075327896,1.5,0.0,4.0
1587,10.1953125,-1.5145200062034743,1.5,0.0,4.0
1588,9.62890625,-2.0193600082712986,0.5,0.0,4.0
1588,10.1953125,-1.5145200062034743,0.5,0.0,4.0
1588,10.1953125,1.2981600053172635,0.5,0.0,4.0
1589,10.1953125,-3.461760014179369,0.0,0.0,3.0
1589,9.62890625,-1.22604000502186,0.0,0.0,3.0
1589,9.62890625,0.7212000029540353,0.0,0.0,3.0
1590,9.709821428571429,-1.4527028630931278,0.5,0.0,4.0
1591,10.1953125,2.033784008330379,-2.5,-1.0,2.0
1591,10.53515625,1.384704005671748,-2.5,-1.0,2.0
1592,9.62890625,-2.740560011225334,-2.5,0.0,4.0
1592,9.7705078125,1.1899800048741582,-2.5,0.0,4.0
1593,10.1953125,-4.110840016838001,-3.0,0.0,3.0
1593,9.62890625,-1.0096800041356493,-3.0,0.0,3.0
1593,10.1953125,1.2981600053172637,-3.0,0.0,3.0
