block,range_m,radial_velocity_mps,angle_deg
0,1.4564732142857142,0.4949465299364779,70.59999999999087
1,2.1240234375,0.16240433013540678,-61.70000000000161
4,2.548828125,0.0,50.89999999999199
4,1.69921875,2.1653910684720907,50.89999999999199
5,2.548828125,2.3819301753193,-5.115907697472721e-12
6,0.0,-3.0315474958609276,-5.115907697472721e-12
6,2.780539772727273,2.795323015663972,-5.115907697472721e-12
7,3.3984375,3.0315474958609276,4.9999999999946
8,0.0,-3.0315474958609276,-90.0
8,3.3984375,3.118163138599811,4.799999999994611
9,0.0,-3.0315474958609276,-5.115907697472721e-12
9,3.5529119318181817,3.1890304826588975,6.299999999994526
10,4.248046875,3.2913944240775783,9.299999999994355
11,4.7578125,3.6811648164025543,8.999999999994373
12,4.943181818181818,3.740220936451793,9.39999999999435
13,5.09765625,-3.4646257095553454,11.399999999994236
13,5.09765625,3.81108828051088,11.399999999994236
14,5.947265625,4.070935208727531,12.499999999994174
15,6.45703125,4.114243030096973,13.199999999994134
16,6.608072916666667,4.04206332781457,11.399999999994236
17,7.646484375,4.3307821369441815,13.499999999994117
18,8.15625,4.54732124379139,13.999999999994088
19,8.49609375,4.8875969831227195,14.899999999994037
20,8.70849609375,4.817995127350402,15.89999999999398
21,10.006510416666666,5.341297968897824,15.799999999993986
22,10.349786931818182,5.354421551130989,16.199999999993963
23,10.680803571428571,5.630016778027437,17.099999999993912
24,1.69921875,-0.4330782136944182,41.79999999999251
24,11.044921875,5.846555884874646,18.099999999993855
25,11.89453125,5.846555884874646,17.799999999993872
27,13.59375,5.846555884874646,17.799999999993872
28,13.59375,5.630016778027437,17.899999999993867
30,15.29296875,4.9803994574858095,18.399999999993838
32,16.3125,4.417397779683066,17.899999999993867
34,16.9921875,3.4646257095553454,15.599999999993997
35,17.841796875,3.0315474958609276,13.7999999999941
36,17.841796875,2.3819301753193,13.09999999999414
37,17.841796875,1.9488519616248816,11.799999999994213
38,17.841796875,1.5157737479304638,10.699999999994276
