block,range_m,radial_velocity_mps,angle_deg,doa_cluster_id,n_angle_bins
1329,11.89453125,0.43272000177242115,2.5,-1.0,2.0
1329,11.89453125,4.543560018610423,2.5,-1.0,2.0
1330,11.5546875,4.630104018964907,3.0,0.0,3.0
1331,12.10693359375,4.570605018721198,3.0,-1.0,1.0
1332,12.744140625,8.654400035448422,2.5,-1.0,2.0
1332,12.380022321428571,4.543560018610422,2.5,-1.0,2.0
1333,12.744140625,0.43272000177242115,3.0,-1.0,1.0
1333,12.622767857142858,4.574468590165595,3.0,-1.0,1.0
1335,12.744140625,0.6490800026586317,3.0,-1.0,1.0
1335,13.25390625,4.651740019053528,4.0,0.0,3.0
1336,13.25390625,4.651740019053528,3.0,-1.0,1.0
1337,13.782552083333334,4.615680018905826,4.0,0.0,3.0
1339,13.59375,1.0818000044310527,3.5,-1.0,2.0
1339,13.80615234375,4.732875019385856,3.5,-1.0,2.0
1341,14.953125,4.651740019053528,4.0,-1.0,1.0
1991,15.778459821428571,11.034360045196738,3.0,-1.0,1.0
