time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),wind_speed(mph),wind_direction(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
0,2026-05-22 08:51:46,51.9888030551896,4.39001955579367,0,Available with any HD 360 subscription,Available with any HD 360 subscription,-3.784140212956,0.328084,0,0,0,25,5,0,0,0,0,0,0,0,0,143.5, 4.2, 0.8,Available with Enterprise subscription,,0,0,364,364,364,1684,-100,-100,-100,100,144,0,0,96,4.062,4.057,4.06,0,0,0,0,81.14,-3.784140212956,0,41,Motors_Started,"Flying over vegetation."
100,2026-05-22 08:51:46,51.9888030457787,4.39001955071306,0,,,-3.784140212956,0.328084,0,0.0036183400108,0.0036183400108,25,5,0,0,0,0,0.0036183400108,0,0,0,143.5, 4.2, 0.8,,,0,0,364,364,364,1684,-100,-100,-100,100,144,0,0,96,4.062,4.057,4.06,0,0,0,0,81.14,-3.784140212956,0,41,Motors_Started,
200,2026-05-22 08:51:46,51.9888030658698,4.39001956219737,0,,,-3.784140212956,0.328084,0,0.0041538059072,0.01138943606,25,5,0,0,0,0,0.0041538059072,0,0,0,143.5, 4.2, 0.8,,,0,0,364,364,364,1684,-100,-100,-100,100,144,0,0,96,4.062,4.057,4.06,0,0,0,0,81.14,-3.784140212956,0,41,Motors_Started,
300,2026-05-22 08:51:46,51.9888030592144,4.39001955995657,0,,,-3.784140212956,0.328084,0,0.0017410269586,0.0138692917824,25,5,0,0,0,0,0.0041538059072,0,0,0,143.5, 4.2, 0.8,,,0,0,364,364,364,1684,-100,-100,-100,100,144,0,0,96,4.062,4.057,4.06,0,0,0,0,81.14,-3.784140212956,0,41,Motors_Started,"Setting new Return-To-Home altitude to 97m (318 ft). Data Recorder File Index is 25. Setting new Maximum Flight Altitude to 285m (935 ft)"
400,2026-05-22 08:51:46,51.9888030745267,4.39001956915262,0,,,-3.784140212956,0.328084,0,0.0076670606128,0.019825788036,25,5,0,0,0,0,0.0076670606128,0,0,0,143.5, 4.2, 0.8,,,0,0,364,364,364,1684,-100,-100,-100,100,144,0,0,96,4.062,4.057,4.06,0,0,0,0,81.14,-3.784140212956,0,41,Motors_Started,
500,2026-05-22 08:51:47,51.9888030701861,4.39001956888911,0,,,-3.784140212956,0.328084,0,0.0062124017736,0.0214105649896,25,5,0,0,0,0,0.0076670606128,0,0,0,143.5, 4.2, 0.8,,,0,0,1024,1024,1024,1024,0,0,0,0,144,0,0,96,4.062,4.057,4.06,0,0,0,0,81.14,-3.784140212956,0,41,Motors_Started,
600,2026-05-22 08:51:47,51.988803081142,4.39001942410035,0,,,-3.784140212956,0.328084,0,0.0310669629364,0.05418635344,25,5,0,0,0,0,0.0310669629364,0,0,0,143.5, 4.2, 0.8,,,0,0,1024,1024,1024,1024,0,0,0,0,144,0,0,96,4.062,4.057,4.06,0,0,0,0,81.14,-3.784140212956,0,41,Motors_Started,
700,2026-05-22 08:51:47,51.9888030778801,4.39001941189571,0,,,-3.784140212956,0.328084,0,0.033374016816,0.057175526764,25,5,0,0,0,0,0.033374016816,0,0,0,143.5, 4.2, 0.8,,,0,0,1024,1024,1024,1024,0,0,0,0,144,0,0,96,4.062,4.057,4.06,0,0,0,0,81.14,-3.784140212956,0,41,Motors_Started,
800,2026-05-22 08:51:47,51.9888030848305,4.39001958988731,0,,,-3.784140212956,0.328084,0,0.0132525594792,0.097247050356,25,5,0,0,0,0,0.033374016816,0,0,0,143.5, 4.2, 0.8,,,0,0,1024,1024,1024,1024,0,0,0,0,144,0,0,96,4.062,4.057,4.06,0,0,0,0,81.14,-3.784140212956,0,41,Motors_Started,
900,2026-05-22 08:51:47,51.9888030833394,4.39001959546674,0,,,-3.784140212956,0.328084,0,0.0135991474168,0.098613520216,25,5,0,0,0,0,0.033374016816,0,0,0,143.5, 4.2, 0.8,,,0,0,1024,1024,1024,1024,0,0,0,0,144,0,0,96,4.062,4.057,4.06,0,0,0,0,81.14,-3.784140212956,0,41,Motors_Started,
