time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),wind_speed(mph),wind_direction(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
0,2026-05-22 08:46:33,51.988800409966,4.39001912404567,0,Available with any HD 360 subscription,Available with any HD 360 subscription,-3.784140212956,0.328084,0,0,0,24,5,0,0,0,0,0,0,0,0,151.7, 3.9, 0.6,Available with Enterprise subscription,,0,0,1024,1024,1024,1024,0,0,0,0,151.7,0,0,59,3.767,3.765,3.763,0,0,0,0,100.22,-3.784140212956,0,41,Motors_Started,"Flying over vegetation."
100,2026-05-22 08:46:33,51.9888004345322,4.39001914454945,0,,,-3.784140212956,0.328084,0,0.0100775265692,0.0100775265692,24,5,0,0,0,0,0.0100775265692,0,0,0,151.8, 3.9, 0.6,,,0,0,364,364,364,1684,-100,-100,-100,100,151.8,0,0,59,3.767,3.765,3.763,0,0,0,0,100.22,-3.784140212956,0,41,Motors_Started,
200,2026-05-22 08:46:34,51.9888005480502,4.39001925722424,0,,,-3.784140212956,0.328084,0,0.058596130484,0.05861876828,24,5,0,0,0,0,0.058596130484,0,0,0,151.8, 3.9, 0.6,,,0,0,364,364,364,1684,-100,-100,-100,100,151.8,0,0,59,3.767,3.765,3.763,0,0,0,0,100.22,-3.784140212956,0,41,Motors_Started,
300,2026-05-22 08:46:34,51.988800581427,4.39001928447792,0,,,-3.784140212956,0.328084,0,0.072199477376,0.072249346144,24,5,0,0,0,0,0.072199477376,0,0,0,151.8, 3.9, 0.6,,,0,0,364,364,364,1684,-100,-100,-100,100,151.8,0,0,59,3.767,3.765,3.763,0,0,0,0,100.22,-3.784140212956,0,41,Motors_Started,
400,2026-05-22 08:46:34,51.9888005159304,4.39001921896627,0,,,-3.784140212956,0.328084,0,0.044153216636,0.10031496384,24,5,0,0,0,0,0.072199477376,0,0,0,151.8, 3.9, 0.6,,,0,0,364,364,364,1684,-100,-100,-100,100,151.8,0,0,59,3.767,3.765,3.763,0,0,0,0,100.22,-3.784140212956,0,41,Motors_Started,
500,2026-05-22 08:46:34,51.9888005423684,4.39001923708472,0,,,-3.784140212956,0.328084,0,0.054576445316,0.110784780448,24,5,0,0,0,0,0.072199477376,0,0,0,151.9, 3.9, 0.6,,,0,0,364,364,364,1684,-100,-100,-100,100,151.8,0,0,59,3.767,3.765,3.763,0,0,0,0,100.22,-3.784140212956,0,41,Motors_Started,
600,2026-05-22 08:46:34,51.9888006507372,4.3900191840732,0,,,-3.784140212956,0.328084,0,0.08887467476,0.152078088856,24,5,0,0,0,0,0.08887467476,0,0,0,151.9, 3.9, 0.6,,,0,0,1024,1024,1024,1024,0,0,0,0,151.9,0,0,59,3.767,3.765,3.763,0,0,0,0,100.22,-3.784140212956,0,41,Motors_Started,
700,2026-05-22 08:46:34,51.9888006853906,4.39001919453871,0,,,-3.784140212956,0.328084,0,0.10172900588,0.164938325488,24,5,0,0,0,0,0.10172900588,0,0,0,151.9, 3.9, 0.6,,,0,0,1024,1024,1024,1024,0,0,0,0,151.9,0,0,59,3.767,3.765,3.763,0,0,0,0,100.22,-3.784140212956,0,41,Motors_Started,"Setting new Return-To-Home altitude to 97m (318 ft). Data Recorder File Index is 24. Setting new Maximum Flight Altitude to 285m (935 ft)"
800,2026-05-22 08:46:34,51.9888006210257,4.39001932212903,0,,,-3.784140212956,0.328084,0,0.088940947728,0.201995741372,24,5,0,0,0,0,0.10172900588,0,0,0,151.9, 3.9, 0.6,,,0,0,1024,1024,1024,1024,0,0,0,0,151.9,0,0,59,3.767,3.765,3.763,0,0,0,0,100.22,-3.784140212956,0,41,Motors_Started,
900,2026-05-22 08:46:34,51.9888006490541,4.39001934081055,0,,,-3.784140212956,0.328084,0,0.099906171176,0.213049875584,24,5,0,0,0,0,0.10172900588,0,0,0,151.9, 3.9, 0.6,,,0,0,1024,1024,1024,1024,0,0,0,0,151.9,0,0,59,3.767,3.765,3.763,0,0,0,0,100.22,-3.784140212956,0,41,Motors_Started,
1000,2026-05-22 08:46:34,51.9888007548819,4.39001928930587,0,,,-3.784140212956,0.328084,0,0.131206040944,0.25335794774,24,5,11.31,0,0,0,0.131206040944,0,0,0,152, 3.9, 0.6,,,0,0,1024,1024,1024,1024,0,0,0,0,151.9,0,0,59,3.767,3.765,3.763,0,0,0,2.342,100.22,-3.784140212956,0,41,Motors_Started,
1100,2026-05-22 08:46:34,51.9888007911346,4.39001930153367,0,,,-3.784140212956,0.328084,0,0.14467356106,0.266867134524,24,5,11.31,0,0,0,0.14467356106,0,0,0,152, 3.9, 0.6,,,0,0,1024,1024,1024,1024,0,0,0,0,152,0,0,59,3.767,3.765,3.763,0,0,0,2.342,100.22,-3.784140212956,0,41,Motors_Started,
1200,2026-05-22 08:46:35,51.9888007262917,4.39001942829002,0,,,-3.784140212956,0.328084,0,0.134136159148,0.30389108584,24,5,11.31,0,0,0,0.14467356106,0,0,0,152, 3.9, 0.6,,,0,0,1024,1024,1024,1024,0,0,0,0,152,0,0,59,3.767,3.765,3.763,0,0,0,2.342,100.22,-3.784140212956,0,41,Motors_Started,
1300,2026-05-22 08:46:35,51.9888007552787,4.3900194474486,0,,,-3.784140212956,0.328084,0,0.145438981032,0.315309393292,24,5,11.31,0,0,0,0.145438981032,0,0,0,152, 3.9, 0.6,,,0,0,1024,1024,1024,1024,0,0,0,0,152,0,0,59,3.767,3.765,3.763,0,0,0,2.342,100.22,-3.784140212956,0,41,Motors_Started,
1400,2026-05-22 08:46:35,51.9888008592288,4.39001939333163,0,,,-3.784140212956,0.328084,0,0.174723102704,0.35513780664,24,5,11.31,0,0,0,0.174723102704,0,0,0,152, 3.9, 0.6,,,0,0,1024,1024,1024,1024,0,0,0,0,152,0,0,59,3.767,3.765,3.763,0,0,0,2.342,100.22,-3.784140212956,0,41,Motors_Started,
1500,2026-05-22 08:46:35,51.9888008953329,4.39001940476207,0,,,-3.784140212956,0.328084,0,0.18798228948,0.36855644224,24,5,11.31,0,0,0,0.18798228948,0,0,0,152, 3.9, 0.6,,,0,0,1024,1024,1024,1024,0,0,0,0,152,0,0,59,3.767,3.765,3.763,0,0,0,2.342,100.22,-3.784140212956,0,10,Assisted_Takeoff,
1600,2026-05-22 08:46:35,51.9888008237009,4.39001952897236,0,,,-3.784140212956,0.328084,0,0.176248037136,0.4067913516,24,5,11.31,0,0,0,0.18798228948,0,0,0,152, 3.9, 0.6,,,0,0,1024,1024,1024,1024,0,0,0,0,152,0,0,59,3.767,3.765,3.763,0,0,0,2.342,100.22,-3.784140212956,0,10,Assisted_Takeoff,
1700,2026-05-22 08:46:35,51.9888008505257,4.39001954784952,0,,,-3.784140212956,0.328084,0,0.186824809128,0.41745736244,24,5,11.31,0,0,0,0.18798228948,0,0,0,152.1, 3.9, 0.6,,,0,0,1024,1024,1024,1024,0,0,0,0,152,0,0,59,3.767,3.765,3.763,0,0,0,2.342,100.22,-3.784140212956,0,10,Assisted_Takeoff,
1800,2026-05-22 08:46:35,51.9888009527211,4.39001949694665,0,,,-3.784140212956,0.328084,0,0.215018707668,0.45645998836,23,5,11.31,0,0,0,0.215018707668,0,0,0,152.1, 3.9, 0.6,,,0,0,1024,1024,1024,1024,0,0,0,0,152.1,0,0,59,3.767,3.765,3.763,0,0,0,2.342,100.22,-3.784140212956,0,10,Assisted_Takeoff,
1900,2026-05-22 08:46:35,51.9888009881324,4.39001951158324,0,,,-3.784140212956,0.328084,0,0.228207684468,0.46979004128,23,5,11.31,0,0,0,0.228207684468,0,0,0,152.1, 4, 0.6,,,0,0,1024,1024,1024,1024,0,0,0,0,152.1,0,0,59,3.767,3.765,3.763,0,0,0,2.342,100.22,-3.784140212956,0,10,Assisted_Takeoff,
2000,2026-05-22 08:46:35,51.9888009173557,4.39001963904692,0,,,-3.784140212956,0.328084,0,0.218308405936,0.50835303464,23,5,11.293,0,0,0,0.228207684468,0,0,0,152.1, 4, 0.6,,,0,0,1024,1024,1024,1024,0,0,0,0,152.1,0,0,59,3.777,3.779,3.778,0,0,0,3.835,100.22,-3.784140212956,0,10,Assisted_Takeoff,
