time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),wind_speed(mph),wind_direction(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
266400,2026-05-22 09:20:47,51.9888440995247,4.39000369948838,0,Available with any HD 360 subscription,Available with any HD 360 subscription,-3.792151696152,1.968504,0,0,0,18,4,0,0,0,0,0,0,0,0,263.7, 0.7, -2.2,Available with Enterprise subscription,,0,0,1024,1024,1024,1024,0,0,0,0,283.3,0,-1.4,59,3.848,3.848,0,0,0,0,0,108.68,-3.792151696152,0,6,P-GPS,"Flying over vegetation."
266500,2026-05-22 09:20:47,51.9888440011462,4.39000379773865,0,,,-3.792151696152,1.968504,0,0.042138124708,0.042138124708,18,4,0,0,0,0,0.042138124708,0,0,0,263.7, 0.7, -2.2,,,0,0,364,364,364,1684,-100,-100,-100,100,283.3,0,-1.4,59,3.848,3.848,0,0,0,0,0,108.68,-3.792151696152,0,41,Motors_Started,
266600,2026-05-22 09:20:47,51.9888440023263,4.39000379747433,0,,,-3.792151696152,0.328084,0,0.041740814984,0.042572836008,18,4,0,0,0,0,0.042138124708,0,0,0,263.6, 0.7, -2.2,,,0,0,364,364,364,1684,-100,-100,-100,100,283.3,0,-1.4,59,3.848,3.848,0,0,0,0,0,108.68,-3.792151696152,0,41,Motors_Started,
266700,2026-05-22 09:20:47,51.9888438028751,4.39000379698743,0,,,-3.792151696152,0.328084,0,0.110427168888,0.115342523376,18,4,0,0,0,0,0.110427168888,0,0,0,263.7, 0.7, -2.2,,,0,0,364,364,364,1684,-100,-100,-100,100,283.3,0,-1.4,59,3.848,3.848,0,0,0,0,0,108.68,-3.792151696152,0,41,Motors_Started,
266800,2026-05-22 09:20:47,51.9888435014601,4.39000349698848,0,,,-3.792151696152,0.328084,0,0.222896332592,0.244326779472,18,4,0,0,0,0,0.222896332592,0,0,0,263.6, 0.7, -2.2,,,0,0,364,364,364,1684,-100,-100,-100,100,283.3,0,-1.4,59,3.848,3.848,0,0,0,0,0,108.68,-3.792151696152,0,41,Motors_Started,"Setting new Return-To-Home altitude to 30m (98 ft). Data Recorder File Index is 37. Setting new Maximum Flight Altitude to 120m (394 ft)"
266900,2026-05-22 09:20:47,51.9888435020855,4.39000349693979,0,,,-3.792151696152,0.328084,0,14.1744427108,0.244555125936,18,4,0,0,0,0,14.1744427108,0,0,0,263.7, 0.7, -2.2,,,0,0,364,364,364,1684,-100,-100,-100,100,283.3,0,-1.4,59,3.848,3.848,0,0,0,0,0,108.68,-3.792151696152,0,41,Motors_Started,
267000,2026-05-22 09:20:47,51.9888435059342,4.39000349002228,0,,,-3.792151696152,0.328084,0,14.1761487476,0.246649614192,18,4,0,0,0,0,14.1761487476,0,0,0,263.6, 0.6, -2.2,,,0,0,364,364,364,1684,-100,-100,-100,100,283.3,0,-1.4,59,3.848,3.848,0,0,0,0,0,108.68,-3.792151696152,0,41,Motors_Started,
267100,2026-05-22 09:20:48,51.9888429997158,4.39000329351651,0,,,-3.792151696152,0.328084,0,14.0070870624,0.4365485704,18,4,0,0,0,0,14.1761487476,0,0,0,263.6, 0.7, -2.2,,,0,0,364,364,364,1684,-100,-100,-100,100,283.3,0,-1.5,59,3.848,3.848,0,0,0,0,0,108.68,-3.792151696152,0,41,Motors_Started,
267200,2026-05-22 09:20:48,51.9888427940556,4.39000320118213,0,,,-3.792151696152,0.328084,0,13.9392392912,0.51439634192,18,4,0,0,0,0,14.1761487476,0,0,0,263.6, 0.7, -2.2,,,0,0,364,364,364,1684,-100,-100,-100,100,283.3,0,-1.5,59,3.848,3.848,0,0,0,0,0,108.68,-3.792151696152,0,41,Motors_Started,
267300,2026-05-22 09:20:48,51.9888427910144,4.39000319803464,0,,,-3.792151696152,0.328084,0,13.938320656,0.51571195876,18,4,0,0,0,0,14.1761487476,0,0,0,263.5, 0.6, -2.2,,,0,0,364,364,364,1684,-100,-100,-100,100,283.3,0,-1.4,59,3.848,3.848,0,0,0,0,0,108.68,-3.792151696152,0,41,Motors_Started,
267400,2026-05-22 09:20:48,51.9888427885514,4.39000319296736,0,,,-3.792151696152,0.328084,0,13.9377301048,0.51716209004,18,4,0,0,0,0,14.1761487476,0,0,0,263.5, 0.6, -2.2,,,0,0,364,364,364,1684,-100,-100,-100,100,283.3,0,-1.5,59,3.848,3.848,0,0,0,0,0,108.68,-3.792151696152,0,41,Motors_Started,
267500,2026-05-22 09:20:48,51.988842591379,4.39000309181305,0,,,-3.792151696152,0.328084,0,13.8734584492,0.59260500584,18,4,0,0,0,0,14.1761487476,0,0,0,263.4, 0.6, -2.3,,,0,0,364,364,364,1684,-100,-100,-100,100,283.3,0,-1.5,59,3.848,3.848,0,0,0,0,0,108.68,-3.792151696152,0,41,Motors_Started,
267600,2026-05-22 09:20:48,51.9888425831675,4.39000309692555,0,,,-3.792151696152,0.328084,0,13.8702760344,0.59581366736,18,4,7.65,0,0,0,14.1761487476,0,0,0,263.3, 0.6, -2.3,,,0,0,364,364,364,1684,-100,-100,-100,100,283.3,0,-1.5,59,3.821,3.822,0,0,0,0,1.071,108.68,-3.792151696152,0,41,Motors_Started,
267700,2026-05-22 09:20:48,51.9888424807669,4.39000321543102,0,,,-3.792151696152,0.328084,0,13.8275594976,0.64169293392,17,4,7.65,0,0,0,14.1761487476,0,0,0,263.4, 0.7, -2.3,,,0,0,419,364,364,1684,-92,-100,-100,100,283.3,0,-1.5,59,3.821,3.822,0,0,0,0,1.071,108.68,-3.792151696152,0,41,Motors_Started,
267800,2026-05-22 09:20:48,51.9888425968746,4.39000331205365,0,,,-3.792151696152,0.328084,0,13.8633862704,0.68929464148,17,4,7.65,0,0,0,14.1761487476,0,0,0,263.6, 0.7, -2.3,,,0,0,800,364,364,1684,-34,-100,-100,100,283.3,0,-1.5,59,3.821,3.822,0,0,0,0,1.071,108.68,-3.792151696152,0,41,Motors_Started,
267900,2026-05-22 09:20:48,51.9888425982325,4.39000331379954,0,,,-3.792151696152,0.328084,0,13.8637799712,0.68992456276,17,4,7.65,0,0,0,14.1761487476,0,0,0,263.6, 0.7, -2.3,,,0,0,1024,768,364,1684,0,-39,-100,100,283.3,0,-1.5,59,3.821,3.822,0,0,0,0,1.071,108.68,-3.792151696152,0,41,Motors_Started,
268000,2026-05-22 09:20:48,51.9888425950542,4.3900033120606,0,,,-3.792151696152,0.328084,0,13.8627629108,0.69114831608,17,4,7.65,0,0,0,14.1761487476,0,0,0,263.6, 0.6, -2.3,,,0,0,1024,1024,364,1684,0,0,-100,100,283.3,0,-1.5,59,3.821,3.822,0,0,0,0,1.071,108.68,-3.792151696152,0,41,Motors_Started,
268100,2026-05-22 09:20:49,51.9888423973677,4.39000309262688,0,,,-3.792151696152,0.328084,0,13.804790468,0.77851380444,16,4,7.65,0,0,0,14.1761487476,0,0,0,263.5, 0.6, -2.3,,,0,0,1024,673,364,1684,0,-53,-100,100,283.3,0,-1.5,59,3.821,3.822,0,0,0,0,1.071,108.68,-3.792151696152,0,41,Motors_Started,
268200,2026-05-22 09:20:49,51.9888423049369,4.39000290173964,0,,,-3.792151696152,0.328084,0,13.7827104148,0.83307417364,15,4,7.65,0,0,0,14.1761487476,0,0,0,263.5, 0.7, -2.3,,,0,0,1024,364,364,1684,0,-100,-100,100,283.3,0,-1.5,59,3.821,3.822,0,0,0,0,1.071,108.68,-3.792151696152,0,41,Motors_Started,
268300,2026-05-22 09:20:49,51.9888423032042,4.39000291015613,0,,,-3.792151696152,0.328084,0,13.7816277376,0.83506892436,15,4,7.65,0,0,0,14.1761487476,0,0,0,263.5, 0.7, -2.3,,,0,0,1024,364,364,1684,0,-100,-100,100,283.3,0,-1.5,59,3.821,3.822,0,0,0,0,1.071,108.68,-3.792151696152,0,41,Motors_Started,
268400,2026-05-22 09:20:49,51.9888423023668,4.39000291733796,0,,,-3.792151696152,0.328084,0,13.7809387612,0.83670934436,15,4,7.65,0,0,0,14.1761487476,0,0,0,263.6, 0.6, -2.3,,,0,0,1024,364,364,1684,0,-100,-100,100,283.3,0,-1.5,59,3.821,3.822,0,0,0,0,1.071,108.68,-3.792151696152,0,41,Motors_Started,
268500,2026-05-22 09:20:49,51.9888419957238,4.39000280625951,0,,,-3.792151696152,0.328084,0,13.6788718288,0.95133861312,15,4,7.65,0,0,0,14.1761487476,0,0,0,263.6, 0.6, -2.3,,,0,0,1024,364,364,1684,0,-100,-100,100,283.3,0,-1.5,59,3.821,3.822,0,0,0,0,1.071,108.68,-3.792151696152,0,10,Assisted_Takeoff,
268600,2026-05-22 09:20:49,51.9888417987955,4.39000259010543,0,,,-3.792151696152,0.328084,0,13.6217852128,1.03806105684,16,4,7.68,0,0,0,14.1761487476,0,0,0,263.5, 0.6, -2.3,,,0,0,1024,364,364,1684,0,-100,-100,100,283.3,0,-1.5,59,3.838,3.839,0,0,0,0,2.142,108.68,-3.792151696152,0,10,Assisted_Takeoff,
268700,2026-05-22 09:20:49,51.9888418029098,4.39000259323553,0,,,-3.792151696152,0.328084,0,13.6230647404,1.03971788104,16,4,7.68,0,0,0,14.1761487476,0,0,0,263.6, 0.6, -2.3,,,0,0,1024,364,364,1684,0,-100,-100,100,283.3,0,-1.5,59,3.838,3.839,0,0,0,0,2.142,108.68,-3.792151696152,0,10,Assisted_Takeoff,
268800,2026-05-22 09:20:49,51.9888418265888,4.39000261712165,0,,,-3.792151696152,0.328084,0,13.6300201212,1.04988848504,16,4,7.68,0,0,0,14.1761487476,0,0,0,263.6, 0.7, -2.1,,,0,0,1024,364,597,1684,0,-100,-65,100,283.3,0,-1.5,59,3.838,3.839,0,0,0,0,2.142,108.68,-3.792151696152,0,10,Assisted_Takeoff,
268900,2026-05-22 09:20:49,51.9888420385028,4.39000263870888,0,,,-3.792151696152,0.328084,0,13.7035437456,1.12735895996,16,4,7.68,0,0,0,14.1761487476,0,0,0,263.6, 0.7, -2.2,,,0,0,1024,364,675,1684,0,-100,-53,100,283.3,0,-1.5,59,3.838,3.839,0,0,0,0,2.142,108.68,-3.792151696152,0,10,Assisted_Takeoff,
269000,2026-05-22 09:20:49,51.9888420082594,4.39000251182865,0,,,-3.792151696152,0.328084,0,13.7001644804,1.15792654624,17,4,7.68,0,0,0,14.1761487476,0,0,0,263.6, 0.7, -2.2,,,0,0,1024,364,674,1684,0,-100,-53,100,283.3,0,-1.5,59,3.838,3.839,0,0,0,0,2.142,108.68,-3.792151696152,0,10,Assisted_Takeoff,
269100,2026-05-22 09:20:50,51.9888420135816,4.39000251666639,0,,,-3.792151696152,0.328084,0,13.7017392836,1.16015095576,17,4,7.68,0,0,0,14.1761487476,0,0,0,263.6, 0.7, -2.2,,,0,0,1024,364,700,1684,0,-100,-49,100,283.3,0,-1.5,59,3.838,3.839,0,0,0,0,2.142,108.68,-3.792151696152,0,10,Assisted_Takeoff,
