time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),wind_speed(mph),wind_direction(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
95100,2026-05-22 08:27:25,51.9888036870243,4.39001464406361,0,Available with any HD 360 subscription,Available with any HD 360 subscription,-3.774370527604,0,0,0,0,24,5,0,0,0,0,0,0,0,0,166.1, 2.2, 2.8,Available with Enterprise subscription,,0,0,1024,1024,1024,1024,0,0,0,0,160,0,0,91,4.052,4.05,4.053,0,0,0,0,81.86,-3.774370527604,0,41,Motors_Started,"Flying over vegetation."
95200,2026-05-22 08:27:25,51.9888036893995,4.39001465472428,0,,,-3.774370527604,0,0,0.00254718512088,0.00254718512088,23,5,0,0,0,0,0.00254718512088,0,0,0,166.1, 2.2, 2.8,,,0,0,364,364,364,1684,-100,-100,-100,100,160,0,0,91,4.052,4.05,4.053,0,0,0,0,81.86,-3.774370527604,0,41,Motors_Started,
95300,2026-05-22 08:27:25,51.9888036881251,4.39001464435402,0,,,-3.774370527604,0,0,0.00040691602352,0.0049230972704,23,5,0,0,0,0,0.00254718512088,0,0,0,166.1, 2.2, 2.8,,,0,0,364,364,364,1684,-100,-100,-100,100,160,0,0,91,4.052,4.05,4.053,0,0,0,0,81.86,-3.774370527604,0,41,Motors_Started,
95400,2026-05-22 08:27:25,51.9888036907349,4.39001465508728,0,,,-3.774370527604,0,0,0.00282264444728,0.0075158138888,23,5,0,0,0,0,0.00282264444728,0,0,0,166.1, 2.2, 2.8,,,0,0,364,364,364,1684,-100,-100,-100,100,160,0,0,91,4.052,4.05,4.053,0,0,0,0,81.86,-3.774370527604,0,41,Motors_Started,
95500,2026-05-22 08:27:25,51.9888036889958,4.39001464326891,0,,,-3.774370527604,0,0,0.0007411253518,0.0102459320864,23,5,0,0,0,0,0.00282264444728,0,0,0,166.1, 2.2, 2.8,,,0,0,364,364,364,1684,-100,-100,-100,100,160,0,0,91,4.052,4.05,4.053,0,0,0,0,81.86,-3.774370527604,0,41,Motors_Started,"Setting new Return-To-Home altitude to 97m (318 ft). Data Recorder File Index is 21. Setting new Maximum Flight Altitude to 285m (935 ft)"
95600,2026-05-22 08:27:25,51.9888036914384,4.39001465417651,0,,,-3.774370527604,0,0,2.78878617848,0.012853674952,23,5,0,0,0,0,2.78878617848,0,0,0,166.1, 2.2, 2.8,,,0,0,364,364,364,1684,-100,-100,-100,100,160,0,0,91,4.052,4.05,4.053,0,0,0,0,81.86,-3.774370527604,0,41,Motors_Started,
95700,2026-05-22 08:27:26,51.988803688682,4.39001464343585,0,,,-3.774370527604,0,0,2.79116478748,0.0154680451144,23,5,0,0,0,0,2.79116478748,0,0,0,166.1, 2.2, 2.8,,,0,0,1024,1024,1024,1024,0,0,0,0,160,0,0,91,4.052,4.05,4.053,0,0,0,0,81.86,-3.774370527604,0,41,Motors_Started,
95800,2026-05-22 08:27:26,51.9888036907981,4.3900146543904,0,,,-3.774370527604,0,0,2.7887304042,0.018047572756,23,5,0,0,0,0,2.79116478748,0,0,0,166.1, 2.2, 2.8,,,0,0,1024,1024,1024,1024,0,0,0,0,160,0,0,91,4.052,4.05,4.053,0,0,0,0,81.86,-3.774370527604,0,41,Motors_Started,
95900,2026-05-22 08:27:26,51.9888036880652,4.39001464394841,0,,,-3.774370527604,0,0,2.79104011556,0.0205967526276,23,5,0,0,0,0,2.79116478748,0,0,0,166.1, 2.2, 2.8,,,0,0,1024,1024,1024,1024,0,0,0,0,160,0,0,91,4.052,4.05,4.053,0,0,0,0,81.86,-3.774370527604,0,41,Motors_Started,
96000,2026-05-22 08:27:26,51.9888036902851,4.39001465566027,0,,,-3.774370527604,0,0,2.78843840944,0.0233500007472,23,5,0,0,0,0,2.79116478748,0,0,0,166.1, 2.2, 2.8,,,0,0,1024,1024,1024,1024,0,0,0,0,160,0,0,91,4.052,4.05,4.053,0,0,0,0,81.86,-3.774370527604,0,41,Motors_Started,
96100,2026-05-22 08:27:26,51.988803688395,4.39001464555129,0,,,-3.774370527604,0,0,2.79068578484,0.0257236556788,23,5,0,0,0,0,2.79116478748,0,0,0,166.1, 2.2, 2.8,,,0,0,1024,1024,1024,1024,0,0,0,0,160,0,0,91,4.052,4.05,4.053,0,0,0,0,81.86,-3.774370527604,0,41,Motors_Started,
96200,2026-05-22 08:27:26,51.9888036902091,4.39001465784484,0,,,-3.774370527604,0,0,2.78794628344,0.028563977292,23,5,0,0,0,0,2.79116478748,0,0,0,166.2, 2.2, 2.7,,,0,0,1024,1024,1024,1024,0,0,0,0,160,0,0,91,4.052,4.05,4.053,0,0,0,0,81.86,-3.774370527604,0,41,Motors_Started,
96300,2026-05-22 08:27:26,51.9888036879249,4.39001464674422,0,,,-3.774370527604,0,0,2.79041347512,0.0311936033604,23,5,12.153,0,0,0,2.79116478748,0,0,0,166.1, 2.1, 2.7,,,0,0,1024,1024,1024,1024,0,0,0,0,160,0,0,91,4.029,4.027,4.03,0,0,0,1.591,81.86,-3.774370527604,0,41,Motors_Started,
96400,2026-05-22 08:27:26,51.9888036897025,4.39001465926469,0,,,-3.774370527604,0,0,2.78762148028,0.034080381668,24,5,12.153,0,0,0,2.79116478748,0,0,0,166.2, 2.1, 2.7,,,0,0,1024,1024,1024,1024,0,0,0,0,160,0,0,91,4.029,4.027,4.03,0,0,0,1.591,81.86,-3.774370527604,0,41,Motors_Started,
96500,2026-05-22 08:27:26,51.9888036880802,4.39001448675122,0,,,-3.774370527604,0,0,2.82634195396,0.072845474772,24,5,12.153,0,0,0,2.82634195396,0,0,0,166.1, 2.2, 2.8,,,0,0,1024,1024,1024,1024,0,0,0,0,160,0,0,91,4.029,4.027,4.03,0,0,0,1.591,81.86,-3.774370527604,0,41,Motors_Started,
96600,2026-05-22 08:27:26,51.9888036901363,4.39001448376108,0,,,-3.774370527604,0,0,2.82703749204,0.073852364568,24,5,12.153,0,0,0,2.82703749204,0,0,0,166.1, 2.2, 2.7,,,0,0,1024,1024,1024,1024,0,0,0,0,160,0,0,91,4.029,4.027,4.03,0,0,0,1.591,81.86,-3.774370527604,0,10,Assisted_Takeoff,
96700,2026-05-22 08:27:27,51.9888036887912,4.39001449337012,0,,,-3.774370527604,0,0,2.82486229512,0.0760662754,24,5,12.153,0,0,0,2.82703749204,0,0,0,166.1, 2.2, 2.8,,,0,0,1024,1024,1024,1024,0,0,0,0,160,0,0,91,4.029,4.027,4.03,0,0,0,1.591,81.86,-3.774370527604,0,10,Assisted_Takeoff,
96800,2026-05-22 08:27:27,51.9888036909244,4.39001449260193,0,,,-3.774370527604,0,0,2.82506242636,0.07686351952,24,5,12.153,0,0,0,2.82703749204,0,0,0,166.1, 2.2, 2.8,,,0,0,1024,1024,1024,1024,0,0,0,0,160,0,0,91,4.029,4.027,4.03,0,0,0,1.591,81.86,-3.774370527604,0,10,Assisted_Takeoff,
