time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),wind_speed(mph),wind_direction(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
0,2026-05-22 08:38:27,51.9888025468194,4.39001445944882,0,Available with any HD 360 subscription,Available with any HD 360 subscription,-3.805288179512,0.328084,0,0,0,25,5,0,0,0,0,0,0,0,0,154.6, 4, 0.7,Available with Enterprise subscription,,0,0,364,364,364,1684,-100,-100,-100,100,152,0,0,75,3.914,3.911,3.908,0,0,0,0,93.02,-3.805288179512,0,41,Motors_Started,"Flying over vegetation."
100,2026-05-22 08:38:27,51.9888023712945,4.39001445896539,0,,,-3.805288179512,0.328084,0,0.06404035638,0.06404035638,25,5,0,0,0,0,0.06404035638,0,0,0,154.6, 4, 0.7,,,0,0,364,364,364,1684,-100,-100,-100,100,152,0,0,75,3.914,3.911,3.908,0,0,0,0,93.02,-3.805288179512,0,41,Motors_Started,
200,2026-05-22 08:38:27,51.9888023712326,4.39001446013679,0,,,-3.805288179512,0.328084,0,0.064062994176,0.064304464,25,5,0,0,0,0,0.064062994176,0,0,0,154.6, 4, 0.7,,,0,0,364,364,364,1684,-100,-100,-100,100,152,0,0,75,3.914,3.911,3.908,0,0,0,0,93.02,-3.805288179512,0,41,Motors_Started,
300,2026-05-22 08:38:27,51.9888023710455,4.39001445926601,0,,,-3.805288179512,0.328084,0,0.064130907564,0.064511485004,25,5,0,0,0,0,0.064130907564,0,0,0,154.6, 4, 0.7,,,0,0,364,364,364,1684,-100,-100,-100,100,152,0,0,75,3.914,3.911,3.908,0,0,0,0,93.02,-3.805288179512,0,41,Motors_Started,
400,2026-05-22 08:38:27,51.9888023705465,4.39001446070587,0,,,-3.805288179512,0.328084,0,0.064313650352,0.064882876092,25,5,0,0,0,0,0.064313650352,0,0,0,154.6, 4, 0.7,,,0,0,724,1024,364,1211,-45,0,-100,28,152,0,0,75,3.914,3.911,3.908,0,0,0,0,93.02,-3.805288179512,0,41,Motors_Started,
500,2026-05-22 08:38:27,51.9888023697853,4.39001445967336,0,,,-3.805288179512,0.328084,0,0.064590881332,0.065244752744,25,5,0,0,0,0,0.064590881332,0,0,0,154.6, 4, 0.7,,,0,0,1024,1024,1024,1024,0,0,0,0,152,0,0,75,3.914,3.911,3.908,0,0,0,0,93.02,-3.805288179512,0,41,Motors_Started,"Setting new Return-To-Home altitude to 97m (318 ft). Data Recorder File Index is 22. Setting new Maximum Flight Altitude to 285m (935 ft)"
600,2026-05-22 08:38:28,51.9888023690098,4.39001446138515,0,,,-3.805288179512,0.328084,0,0.06487533016,0.065722114964,25,5,0,0,0,0,0.06487533016,0,0,0,154.6, 4, 0.7,,,0,0,1024,1024,1024,1024,0,0,0,0,152,0,0,75,3.914,3.911,3.908,0,0,0,0,93.02,-3.805288179512,0,41,Motors_Started,
700,2026-05-22 08:38:28,51.9888023688692,4.39001446066696,0,,,-3.805288179512,0.328084,0,0.064925527012,0.065891406308,25,5,0,0,0,0,0.064925527012,0,0,0,154.6, 4, 0.7,,,0,0,1024,1024,1024,1024,0,0,0,0,152,0,0,75,3.914,3.911,3.908,0,0,0,0,93.02,-3.805288179512,0,41,Motors_Started,
800,2026-05-22 08:38:28,51.9888023676926,4.39001446234048,0,,,-3.805288179512,0.328084,0,0.06535761364,0.066462272468,25,5,0,0,0,0,0.06535761364,0,0,0,154.6, 4, 0.7,,,0,0,1024,1024,1024,1024,0,0,0,0,152,0,0,75,3.914,3.911,3.908,0,0,0,0,93.02,-3.805288179512,0,41,Motors_Started,
900,2026-05-22 08:38:28,51.9888023682243,4.39001446098606,0,,,-3.805288179512,0.328084,0,0.065161091324,0.066823164868,25,5,0,0,0,0,0.06535761364,0,0,0,154.6, 4, 0.7,,,0,0,1024,1024,1024,1024,0,0,0,0,152,0,0,75,3.914,3.911,3.908,0,0,0,0,93.02,-3.805288179512,0,41,Motors_Started,
1000,2026-05-22 08:38:28,51.9888023670327,4.39001446258742,0,,,-3.805288179512,0.328084,0,0.06559875538,0.067387469348,25,5,0,0,0,0,0.06559875538,0,0,0,154.6, 4, 0.7,,,0,0,1024,1024,1024,1024,0,0,0,0,152,0,0,75,3.914,3.911,3.908,0,0,0,0,93.02,-3.805288179512,0,41,Motors_Started,
1100,2026-05-22 08:38:28,51.9888023688462,4.39001446017875,0,,,-3.805288179512,0.328084,0,0.064933729112,0.068242128168,25,5,0,0,0,0,0.06559875538,0,0,0,154.7, 4, 0.7,,,0,0,1024,1024,1024,1024,0,0,0,0,152,0,0,75,3.914,3.911,3.908,0,0,0,0,93.02,-3.805288179512,0,41,Motors_Started,
1200,2026-05-22 08:38:28,51.9888023694812,4.39001446250764,0,,,-3.805288179512,0.328084,0,0.064705382648,0.068814306664,25,5,0,0,0,0,0.06559875538,0,0,0,154.6, 3.9, 0.7,,,0,0,1024,1024,1024,1024,0,0,0,0,152,0,0,75,3.914,3.911,3.908,0,0,0,0,93.02,-3.805288179512,0,41,Motors_Started,
1300,2026-05-22 08:38:28,51.9888023710841,4.39001446605207,0,,,-3.805288179512,0.328084,0,0.064134188404,0.069802495672,25,5,11.77,0,0,0,0.06559875538,0,0,0,154.6, 4, 0.7,,,0,0,1024,1024,1024,1024,0,0,0,0,152,0,0,75,3.914,3.911,3.908,0,0,0,1.936,93.02,-3.805288179512,0,41,Motors_Started,
1400,2026-05-22 08:38:28,51.9888023754342,4.3900144644907,0,,,-3.805288179512,0.328084,0,0.062540028248,0.071427823808,25,5,11.77,0,0,0,0.06559875538,0,0,0,154.6, 4, 0.7,,,0,0,1024,1024,1024,1024,0,0,0,0,152,0,0,75,3.914,3.911,3.908,0,0,0,1.936,93.02,-3.805288179512,0,41,Motors_Started,
1500,2026-05-22 08:38:28,51.9888023783623,4.39001446419312,0,,,-3.805288179512,0.328084,0,0.061470802492,0.0724983619,25,5,11.77,0,0,0,0.06559875538,0,0,0,154.6, 3.9, 0.7,,,0,0,1024,1024,1024,1024,0,0,0,0,152,0,0,75,3.914,3.911,3.908,0,0,0,1.936,93.02,-3.805288179512,0,10,Assisted_Takeoff,
1600,2026-05-22 08:38:29,51.9888023804697,4.39001446633639,0,,,-3.805288179512,0.328084,0,0.060712272284,0.07340551416,25,5,11.77,0,0,0,0.06559875538,0,0,0,154.7, 4, 0.7,,,0,0,1024,1024,1024,1024,0,0,0,0,152,0,0,75,3.914,3.911,3.908,0,0,0,1.936,93.02,-3.805288179512,0,10,Assisted_Takeoff,
1700,2026-05-22 08:38:29,51.9888023782056,4.39001446199769,0,,,-3.805288179512,0.328084,0,0.061521327428,0.07468340134,25,5,11.77,0,0,0,0.06559875538,0,0,0,154.6, 4, 0.7,,,0,0,1024,1024,1024,1024,0,0,0,0,152,0,0,75,3.914,3.911,3.908,0,0,0,1.936,93.02,-3.805288179512,0,10,Assisted_Takeoff,
1800,2026-05-22 08:38:29,51.9888023806614,4.39001446465352,0,,,-3.805288179512,0.328084,0,0.060633860208,0.075759844944,25,5,11.77,0,0,0,0.06559875538,0,0,0,154.6, 4, 0.7,,,0,0,1024,1024,1024,1024,0,0,0,0,152,0,0,75,3.914,3.911,3.908,0,0,0,1.936,93.02,-3.805288179512,0,10,Assisted_Takeoff,
1900,2026-05-22 08:38:29,51.9888023778059,4.39001446195009,0,,,-3.805288179512,0.328084,0,0.061666996724,0.076965881728,25,5,11.77,0,0,0,0.06559875538,0,0,0,154.6, 3.9, 0.7,,,0,0,1024,1024,1024,1024,0,0,0,0,152,0,0,75,3.914,3.911,3.908,0,0,0,1.936,93.02,-3.805288179512,0,10,Assisted_Takeoff,
