time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),wind_speed(mph),wind_direction(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
535800,2026-05-22 09:26:46,51.9888605398405,4.39000122185127,0,Available with any HD 360 subscription,Available with any HD 360 subscription,-3.663781613304,0,0,0,0,26,5,0,0,0,0,0,0,0,0,182.3, 8.8, 1.3,Available with Enterprise subscription,,0,0,364,364,364,1684,-100,-100,-100,100,201.7,0,0,28,3.528,3.529,0,0,0,0,0,118.76,-3.663781613304,0,38,Tripod,"Setting new Return-To-Home altitude to 30m (98 ft). Data Recorder File Index is 37. Setting new Maximum Flight Altitude to 120m (394 ft). Flying over vegetation."
535900,2026-05-22 09:26:46,51.9888605854723,4.39000148344393,0,,,-3.663781613304,0,0,0.91926512128,0.061086944212,26,5,0,0,0,0,0.91926512128,0,0,0,182.8, 10.2, -2.3,,,0,0,364,364,364,1684,-100,-100,-100,100,201.2,0,-1.9,28,3.528,3.529,0,0,0,0,0,118.76,-3.663781613304,0,38,Tripod,
536000,2026-05-22 09:26:46,51.9888605943091,4.39000162490345,0,,,-3.663781613304,0,0,0.94497706436,0.09303313946,26,5,0,0,0,0,0.94497706436,0,0,0,181.7, 10.6, -4.5,,,0,0,364,364,364,1684,-100,-100,-100,100,201.9,0,-4.7,28,3.528,3.529,0,0,0,0,0,118.76,-3.663781613304,0,41,Motors_Started,
536100,2026-05-22 09:26:47,51.9888602409057,4.39000192408509,0,,,-3.663781613304,0.328084,0,1.0705544962,0.238442264848,25,5,0,0,0,0,1.0705544962,0,0,0,183.8, 12.2, -6.4,,,0,0,364,364,364,1684,-100,-100,-100,100,206.5,0,-3.4,28,3.528,3.529,0,0,0,0,0,118.76,-3.663781613304,0,41,Motors_Started,
536200,2026-05-22 09:26:47,51.9888602133887,4.39000144171625,0,,,-3.663781613304,0.328084,0,0.98900265632,0.34728347568,26,5,0,0,0,0,1.0705544962,0,0,0,187.3, 12.8, -5,,,0,0,364,364,364,1684,-100,-100,-100,100,206.5,0,-4.1,28,3.528,3.529,0,0,0,0,0,118.76,-3.663781613304,0,41,Motors_Started,
536300,2026-05-22 09:26:47,51.9888602141468,4.39000134746555,0,,,-3.663781613304,0.328084,0,0.97228021484,0.36846129788,26,5,0,0,0,0,1.0705544962,0,0,0,185.5, 9.3, -5,,,0,0,364,364,364,1684,-100,-100,-100,100,205.3,0,-5.4,28,3.528,3.529,0,0,0,0,0,118.76,-3.663781613304,0,41,Motors_Started,
536400,2026-05-22 09:26:47,51.9888602113069,4.39000123185367,0,,,-3.663781613304,0.328084,0,0.95289701212,0.39445867404,26,5,0,0,0,0,1.0705544962,0,0,0,184, 14.1, -9.6,,,0,0,364,364,364,1684,-100,-100,-100,100,204.2,0,-5.2,28,3.528,3.529,0,0,0,0,0,118.76,-3.663781613304,0,41,Motors_Started,
536500,2026-05-22 09:26:47,51.9888604672443,4.39000078671908,0,,,-3.663781613304,0.328084,0.223694,0.8162893962,0.53128938708,26,5,0,0,0,0.223694,1.0705544962,0,-0.223694,0,184.5, 9.1, -2.5,,,0,0,364,364,364,1684,-100,-100,-100,100,202.9,0,2.6,28,3.528,3.529,0,0,0,0,0,118.76,-3.663781613304,0,41,Motors_Started,
536600,2026-05-22 09:26:47,51.9888605090381,4.39000069881204,0,,,-3.663781613304,0.328084,0,0.79135173136,0.55624017528,26,5,7.1,0,0,0.223694,1.0705544962,0,0,0,185.5, 4.9, 0.3,,,0,0,1024,1024,1024,1024,0,0,0,0,204.7,0,1.8,28,3.528,3.529,0,0,0,0,0.608,118.76,-3.663781613304,0,41,Motors_Started,
536700,2026-05-22 09:26:47,51.9888600289167,4.39000066707285,0,,,-3.663781613304,0.328084,0,0.90823165636,0.73155842236,25,5,7.1,0,0,0.223694,1.0705544962,0,0,0,186.3, 4.8, 2,,,0,0,1024,1024,1024,1024,0,0,0,0,205.8,0,3,28,3.528,3.529,0,0,0,0,0.608,118.76,-3.663781613304,0,41,Motors_Started,
536800,2026-05-22 09:26:47,51.9888596655456,4.39000061504368,0,,,-3.663781613304,0.328084,0,1.0042979324,0.86464569696,24,5,7.1,0,0,0.223694,1.0705544962,0,0,0,187.4, 5.1, 2.5,,,0,0,1024,1024,1024,1024,0,0,0,0,206.5,0,4.2,28,3.528,3.529,0,0,0,0,0.608,118.76,-3.663781613304,0,41,Motors_Started,
536900,2026-05-22 09:26:47,51.9888596715039,4.3900007025612,0,,,-3.663781613304,0.328084,0,1.01426184348,0.88442916216,24,5,7.1,0,0,0.223694,1.0705544962,0,0,0,189, 5, 2.4,,,0,0,1024,1024,1024,1024,0,0,0,0,208,0,3.4,28,3.528,3.529,0,0,0,0,0.608,118.76,-3.663781613304,0,41,Motors_Started,
537000,2026-05-22 09:26:47,51.9888596867745,4.39000077821217,0,,,-3.663781613304,0.328084,0,1.02019032136,0.90231630184,24,5,7.1,0,0,0.223694,1.0705544962,0,0,0,190.4, 5, 1.8,,,0,0,1024,1024,1024,1024,0,0,0,0,209.8,0,2.5,28,3.528,3.529,0,0,0,0,0.608,118.76,-3.663781613304,0,41,Motors_Started,
537100,2026-05-22 09:26:48,51.9888595232487,4.3900002908317,0,,,-3.663781613304,0.328084,0,1.00736879864,1.02702103024,24,5,7.1,0,0,0.223694,1.0705544962,0,0,0,192.1, 4, 1.5,,,0,0,1024,1024,1024,1024,0,0,0,0,211.1,0,1.3,28,3.528,3.529,0,0,0,0,0.608,118.76,-3.663781613304,0,41,Motors_Started,
537200,2026-05-22 09:26:48,51.988859528813,4.3900003427774,0,,,-3.663781613304,0.328084,0,1.01169294576,1.03886814348,24,5,7.1,0,0,0.223694,1.0705544962,0,0,0,193.1, 4.3, 0.1,,,0,0,1024,1024,1024,1024,0,0,0,0,212.2,0,1.1,28,3.528,3.529,0,0,0,0,0.608,118.76,-3.663781613304,0,41,Motors_Started,
537300,2026-05-22 09:26:48,51.9888595220237,4.38999941778847,0,,,-3.663781613304,0.328084,0,0.92232942584,1.24670935748,23,5,7.1,0,0,0.223694,1.0705544962,0,0,0,194.1, 4.2, -0.1,,,0,0,1024,1024,1024,1024,0,0,0,0,213.2,0,1,28,3.528,3.529,0,0,0,0,0.608,118.76,-3.663781613304,0,41,Motors_Started,
537400,2026-05-22 09:26:48,51.9888595491123,4.3899994951297,0,,,-3.663781613304,0.328084,0,0.91935042312,1.2666995156,23,5,7.1,0,0,0.223694,1.0705544962,0,0,0,195, 3.8, -0.4,,,0,0,1024,1024,1024,1024,0,0,0,0,214.2,0,1.3,28,3.528,3.529,0,0,0,0,0.608,118.76,-3.663781613304,0,41,Motors_Started,
537500,2026-05-22 09:26:48,51.9888593658055,4.38999911798081,0,,,-3.663781613304,0.328084,0,0.95581695972,1.37464899412,23,5,7.1,0,0,0.223694,1.0705544962,0,0,0,196, 2.7, 0,,,0,0,1024,1024,1024,1024,0,0,0,0,214.9,0,1.4,28,3.528,3.529,0,0,0,0,0.608,118.76,-3.663781613304,0,41,Motors_Started,
537600,2026-05-22 09:26:48,51.9888594085974,4.38999925577464,0,,,-3.663781613304,0.328084,0,0.94963257632,1.40932419208,23,5,7.049,0,0,0.223694,1.0705544962,0,0,0,196.6, 2.2, 0.2,,,0,0,1024,1024,1024,1024,0,0,0,0,215.6,0,1.7,28,3.54,3.541,0,0,0,0,2.531,118.76,-3.663781613304,0,41,Motors_Started,
537700,2026-05-22 09:26:48,51.9888593122021,4.38999883286374,0,,,-3.663781613304,0.328084,0,0.95992785224,1.51064309296,21,5,7.049,0,0,0.223694,1.0705544962,0,0,0,197.2, 2.5, 0.1,,,0,0,1024,1024,1024,1024,0,0,0,0,216.3,0,1.9,28,3.54,3.541,0,0,0,0,2.531,118.76,-3.663781613304,0,41,Motors_Started,
537800,2026-05-22 09:26:48,51.9888593675917,4.38999894753659,0,,,-3.663781613304,0.328084,0,0.94569228748,1.54338587616,21,5,7.049,0,0,0.223694,1.0705544962,0,0,0,197.8, 2.2, 0.4,,,0,0,1024,1024,1024,1024,0,0,0,0,217.1,0,1.8,28,3.54,3.541,0,0,0,0,2.531,118.76,-3.663781613304,0,41,Motors_Started,
537900,2026-05-22 09:26:48,51.9888590535747,4.38999826363818,0,,,-3.663781613304,0.328084,0,1.03704727728,1.7350558298,22,5,7.049,0,0,0.223694,1.0705544962,0,0,0,198.3, 1.6, 0.5,,,0,0,1024,1024,1024,1024,0,0,0,0,217.6,0,1.6,28,3.54,3.541,0,0,0,0,2.531,118.76,-3.663781613304,0,41,Motors_Started,
538000,2026-05-22 09:26:48,51.9888591293579,4.3899983433235,0,,,-3.663781613304,0.328084,0.223694,1.01072509796,1.7679954634,22,5,7.049,0,0,0.223694,1.0705544962,0.223694,0,0,198.6, 1.3, 0.5,,,0,0,1024,1024,1024,1024,0,0,0,0,217.8,0,1.1,28,3.54,3.541,0,0,0,0,2.531,118.76,-3.663781613304,0,10,Assisted_Takeoff,
538100,2026-05-22 09:26:49,51.9888590839231,4.3899978937233,0,,,-3.663781613304,0.328084,0,1.02426840548,1.87036095224,22,5,7.049,0,0,0.223694,1.0705544962,0,0,0,198.6, 1.3, 0.3,,,0,0,1024,1024,1024,1024,0,0,0,0,218.3,0,1.3,28,3.54,3.541,0,0,0,0,2.531,118.76,-3.663781613304,0,10,Assisted_Takeoff,
538200,2026-05-22 09:26:49,51.9888591207267,4.38999794397179,0,,,-3.663781613304,0.328084,0,1.0106791662,1.88790688456,22,5,7.049,0,0,0.223694,1.0705544962,0,0,0,198.9, 0.6, 0.3,,,0,0,1024,1024,1024,1024,0,0,0,0,218.6,0,1.4,28,3.54,3.541,0,0,0,0,2.531,118.76,-3.663781613304,0,10,Assisted_Takeoff,
