block,x_position_m,y_position_m,range_m,radial_velocity_mps,angle_deg
176,-0.0,0.0,0.0,-0.8654400035448423,-61.0
176,0.0,0.0,0.0,-0.8654400035448423,61.0
177,-0.0,0.0,0.0,-0.9736200039879475,-52.0
177,0.0,0.0,0.0,-0.9736200039879475,52.0
178,-0.0,0.0,0.0,-0.8654400035448423,-49.0
178,0.0,0.0,0.0,-0.8654400035448423,49.0
178,-1.0961960403255995,1.0044786045848073,1.48681640625,0.8924850036556187,-47.5
179,-0.0,0.0,0.0,-0.8654400035448423,-45.5
179,0.0,0.0,0.0,-0.8654400035448423,45.5
179,1.252795474657828,1.1479755480969227,1.69921875,0.8654400035448423,47.5
179,-1.211968536648707,1.1909981639470122,1.69921875,0.8654400035448423,-45.5
180,-0.0,0.0,0.0,-0.8654400035448423,-44.0
180,0.0,0.0,0.0,-0.8654400035448423,44.0
180,1.201529100844329,1.201529100844329,1.69921875,0.9736200039879476,45.0
180,-1.1696650016671208,1.2325697319935358,1.69921875,0.9736200039879476,-43.5
181,-1.0922367586470492,1.3016770810810758,1.69921875,0.8173600033479066,-40.0
182,-0.0,0.0,0.0,-0.8654400035448423,-38.0
182,0.0,0.0,0.0,-0.8654400035448423,38.0
183,-0.7205573589084044,0.8741059733689016,1.1328125,0.432720001772422,-39.5
183,-1.0808360383626068,1.3111589600533524,1.69921875,0.8654400035448422,-39.5
184,-0.49938786083442543,0.6873484229552776,0.849609375,-6.923520028358739,-36.0
184,0.49938786083442543,0.6873484229552776,0.849609375,-6.923520028358739,36.0
184,-0.974631835205879,1.3919185127566853,1.69921875,1.019982861320707,-35.0
185,-0.49938786083442543,0.6873484229552776,0.849609375,4.110840016838001,-36.0
185,0.49938786083442543,0.6873484229552776,0.849609375,4.110840016838001,36.0
185,-0.974631835205879,1.3919185127566853,1.69921875,1.3522500055388162,-35.0
186,0.0,0.56640625,0.56640625,-1.6227000066465795,0.0
186,-0.9624480978996183,1.4003706720725657,1.69921875,1.514520006203474,-34.5
187,-0.3898527340823516,0.5567674051026741,0.6796875,-1.7308800070896848,-35.0
187,0.3898527340823516,0.5567674051026741,0.6796875,-1.7308800070896848,35.0
187,-0.9501910664444332,1.4087161877400123,1.69921875,1.7308800070896848,-34.0
188,-1.0130048434926744,1.6211466291271521,1.91162109375,1.4874750060926978,-32.0
189,0.0,0.0,0.0,-1.514520006203474,0.0
189,-1.0689649497499873,1.5848057112075138,1.91162109375,1.4874750060926978,-34.0
190,-1.0130048434926744,1.6211466291271521,1.91162109375,1.2711150052064872,-32.0
191,0.0,0.0,0.0,-1.2981600053172635,0.0
191,-1.3506731246568993,2.161528838836203,2.548828125,1.1539200047264564,-32.0
192,-0.0,0.0,0.0,-1.2981600053172635,-32.0
192,0.0,0.0,0.0,-1.2981600053172635,32.0
192,-0.8367353462695634,1.4789247177103764,1.69921875,1.2981600053172635,-29.5
193,-1.0195312499999998,1.765879924904207,2.0390625,1.125072004608295,-30.0
194,-0.9856213744995816,1.6732530571074276,1.9419642857142858,1.0818000044310527,-30.5
195,-1.2161956682398223,2.239953773484111,2.548828125,1.4279760058489899,-28.5
196,-1.1769178520932018,2.2608381587843347,2.548828125,1.6010640065579582,-27.5
197,-1.1769178520932018,2.2608381587843347,2.548828125,1.5866400064988777,-27.5
198,-1.3076865023257795,2.512042398649261,2.83203125,1.4183600058096026,-27.5
199,-1.0771813116633062,2.310022777505524,2.548828125,1.3522500055388162,-25.0
200,-1.4630650555594404,3.0673796772827293,3.3984375,-13.630680055831265,-25.5
200,-1.4630650555594404,3.0673796772827293,3.3984375,1.2981600053172635,-25.5
202,-1.3551237889256413,3.116571346543195,3.3984375,-12.981600053172636,-23.5
202,-1.3551237889256413,3.116571346543195,3.3984375,1.2440700050957108,-23.5
206,-1.0783400432516803,3.222818671989818,3.3984375,1.5577920063807162,-18.5
209,-1.021929865502803,3.2411474498084276,3.3984375,1.189980004874158,-17.5
213,-0.9724580514614467,3.7602162818256866,3.8839285714285716,1.1127085759862259,-14.5
215,-0.959182515756495,3.8470709459770953,3.96484375,1.394320005711135,-14.0
216,-0.9396073623737096,3.768559294018379,3.8839285714285716,1.4527028630931282,-14.0
218,-1.0193094649956382,4.415114356058097,4.53125,1.202000004923392,-13.0
220,-0.948555250469321,4.66229800870379,4.7578125,1.1899800048741582,-11.5
221,-0.948555250469321,4.66229800870379,4.7578125,1.1899800048741582,-11.5
222,-1.0163091969314153,4.995319295039776,5.09765625,-0.7031700028801846,-11.5
222,-0.9033859528279248,4.440283817813134,4.53125,-13.414320054945057,-11.5
222,-0.948555250469321,4.66229800870379,4.7578125,0.9736200039879478,-11.5
224,-0.6798959351100853,4.8377109510544,4.88525390625,1.3252050054280398,-8.0
225,-0.7974491284277394,5.034895642486933,5.09765625,1.514520006203474,-9.0
226,-0.687957942245778,4.895075112529353,4.943181818181818,1.652203643131063,-8.0
227,-0.8524135804743846,4.834277641739615,4.908854166666667,1.6587600067942811,-10.0
228,-0.35559452435970124,5.085238615582307,5.09765625,1.4712480060262318,-4.0
229,-0.44429001674099183,5.07825812894425,5.09765625,1.2981600053172635,-5.0
230,-0.44429001674099183,5.07825812894425,5.09765625,-13.630680055831265,-5.0
230,-0.44429001674099183,5.07825812894425,5.09765625,1.3414320054945057,-5.0
231,-0.5328501740792492,5.069730755685924,5.09765625,-4.399320018019615,-6.0
231,-0.5489971490513476,5.223358960403679,5.252130681818182,1.1998145503689859,-6.0
233,-0.6212480200926463,5.0596590933278325,5.09765625,1.081800004431053,-7.0
234,-0.6626645547654894,5.396969699549688,5.4375,1.4063400057603688,-7.0
235,-0.3704109628746888,5.297123557898236,5.31005859375,1.4874750060926978,-4.0
236,-0.6400737176712114,5.212982096155948,5.252130681818182,1.5931963701620964,-7.0
237,-0.8790618298626257,5.881940046752025,5.947265625,1.6227000066465793,-8.5
238,-0.36307188063210777,5.9361727757706735,5.947265625,1.3847040056717477,-3.5
239,-0.5923866889879891,6.771010838592333,6.796875,-12.116160049627794,-5.0
239,-0.5289166865964189,6.045545391600298,6.068638392857143,1.2672514337620906,-5.0
240,-0.2594160830614221,5.941605145931166,5.947265625,-0.32454000132931426,-2.5
240,-0.2594160830614221,5.941605145931166,5.947265625,1.2981600053172635,-2.5
241,-0.2594160830614221,5.941605145931166,5.947265625,1.1358900046526055,-2.5
242,-0.5332766662751961,6.775922502717354,6.796875,10.818000044310528,-4.5
242,-0.4951854758269678,6.291928038237543,6.311383928571429,1.1127085759862259,-4.5
243,-0.4149392921509803,6.784197458023627,6.796875,-8.54622003500532,-3.5
243,-0.3941923275434313,6.444987585122445,6.45703125,1.125072004608295,-3.5
244,-0.33348839305196143,6.363337611595307,6.3720703125,1.2440700050957108,-3.0
245,-0.33793490495932094,6.448182113083244,6.45703125,1.4063400057603688,-3.0
246,-0.3941923275434313,6.444987585122445,6.45703125,1.6227000066465795,-3.5
247,-0.5553625209262397,6.347822661180312,6.3720703125,1.4604300059819213,-5.0
248,-0.4593095939646141,6.568433211793813,6.58447265625,1.4874750060926978,-4.0
249,-0.3476363854844689,6.633297389056926,6.642400568181818,1.160476368389675,-3.0
250,-0.47412603247960167,6.780318154109743,6.796875,-4.327200017724211,-4.0
250,-0.47412603247960167,6.780318154109743,6.796875,1.1899800048741582,-4.0
251,-0.4149392921509803,6.784197458023627,6.796875,-9.087120037220846,-3.5
251,-0.4149392921509803,6.784197458023627,6.796875,1.1683440047855371,-3.5
252,-0.4149392921509803,6.784197458023627,6.796875,1.0818000044310532,-3.5
253,-0.48729620004847946,6.968660325057235,6.985677083333333,1.22604000502186,-4.0
254,-0.3112992996737065,7.129926175117399,7.13671875,1.1683440047855371,-2.5
255,-0.2964755234987681,6.790405881064189,6.796875,12.981600053172636,-2.5
255,-0.3047109547070672,6.979028266649306,6.985677083333333,1.370280005612667,-2.5
256,-0.2964755234987681,6.790405881064189,6.796875,-13.630680055831265,-2.5
256,-0.317652346605823,7.275434872568774,7.282366071428571,1.514520006203474,-2.5
257,-0.3112992996737065,7.129926175117399,7.13671875,1.4063400057603688,-2.5
258,-0.24462025154511788,7.0050074813765235,7.00927734375,1.3252050054280398,-2.0
259,-0.1868175178065791,7.134273174727903,7.13671875,1.1899800048741582,-1.5
260,-0.11862182500341137,6.795839803016097,6.796875,-1.1899800048741573,-1.0
260,-0.11862182500341137,6.795839803016097,6.796875,1.189980004874158,-1.0
261,-0.1334495531288378,7.645319778393109,7.646484375,1.2116160049627793,-1.0
262,-0.1334495531288378,7.645319778393109,7.646484375,1.1358900046526055,-1.0
263,-0.20016162622133474,7.643864115779896,7.646484375,1.2260400050218598,-1.5
264,0.0,8.49609375,8.49609375,-12.548880051400214,0.0
264,0.0,8.010602678571429,8.010602678571429,1.2981600053172635,0.0
265,-0.14234619000409365,8.155007763619317,8.15625,1.0168920041651899,-1.0
266,-0.7111890487194025,10.170477231164615,10.1953125,5.192640021269054,-4.0
267,-0.14234619000409365,8.155007763619317,8.15625,1.6227000066465795,-1.0
268,0.0,8.49609375,8.49609375,1.5145200062034743,0.0
269,-0.2899202981275471,8.302231089038841,8.307291666666666,1.370280005612667,-2.0
270,-0.4446511907359486,8.484450148793742,8.49609375,1.3792950056495925,-3.0
271,-0.6665958328439952,8.469903128396693,8.49609375,1.1629350047633817,-4.5
272,-0.36132954426412367,8.275807167546981,8.28369140625,1.0818000044310527,-2.5
273,-0.5794873730306243,8.287055521689684,8.307291666666666,1.370280005612667,-4.0
274,-0.6665958328439952,8.469903128396693,8.49609375,1.4712480060262318,-4.5
275,-0.4545323283078586,8.672993485433604,8.684895833333334,1.4424000059080706,-3.0
276,-0.30190047573612344,8.645298489412347,8.650568181818182,1.652203643131063,-2.0
277,-0.23129787918909794,8.832909644901212,8.8359375,1.6227000066465795,-1.5
278,-0.2414648189336737,9.221169409512255,9.224330357142858,1.4836114346483011,-1.5
279,-0.07837811877585295,8.981242830199685,8.981584821428571,1.2981600053172635,-0.5
280,-0.15675026875450787,8.980216882556984,8.981584821428571,1.2981600053172635,-1.0
281,-0.671678546012769,9.605450718322135,9.62890625,0.7933200032494387,-4.0
282,-0.16310500937969064,9.344279729147134,9.345703125,1.2116160049627793,-1.0
283,-0.16310500937969064,9.344279729147134,9.345703125,1.2116160049627793,-1.0
284,-0.42353646214109736,9.7005798300917,9.709821428571429,1.0818000044310527,-2.5
285,0.0,9.345703125,9.345703125,1.2260400050218598,0.0
286,0.0,9.345703125,9.345703125,1.3847040056717477,0.0
287,-0.17422580547376046,9.981389710679892,9.98291015625,1.3252050054280398,-1.0
288,-0.0889697564482655,10.194924293740184,10.1953125,-9.519840038993266,-0.5
288,-0.08473310137930049,9.709451708323986,9.709821428571429,1.3290685768724366,-0.5
289,-0.17793273750511704,10.193759704524146,10.1953125,1.3522500055388162,-1.0
290,-0.0889697564482655,10.194924293740184,10.1953125,1.0818000044310532,-0.5
291,-0.0889697564482655,10.194924293740184,10.1953125,-13.197960054058845,-0.5
291,-0.087621729835413,10.04045574383503,10.040838068181818,1.160476368389675,-0.5
292,-0.1752367869368577,10.039308799910144,10.040838068181818,1.160476368389675,-1.0
293,-0.0889697564482655,10.194924293740184,10.1953125,1.1250720046082952,-0.5
294,-0.17793273750511704,10.193759704524146,10.1953125,1.0818000044310532,-1.0
295,-0.0889697564482655,10.194924293740184,10.1953125,1.081800004431053,-0.5
296,-0.0889697564482655,10.194924293740184,10.1953125,1.3599771484276093,-0.5
297,-0.0889697564482655,10.194924293740184,10.1953125,1.2981600053172635,-0.5
298,0.0,10.1953125,10.1953125,-3.6781200150655797,0.0
298,0.0,10.384114583333334,10.384114583333334,1.4424000059080706,0.0
299,0.0,10.1953125,10.1953125,1.2981600053172635,0.0
300,-0.17793273750511704,10.193759704524146,10.1953125,1.189980004874158,-1.0
301,-0.3656949215017924,10.472132396401268,10.478515625,0.901500003692544,-2.0
302,-0.35581127497471693,10.189101791093124,10.1953125,0.8654400035448422,-2.0
303,-0.3854622145559433,11.038193607017552,11.044921875,8.438040034562212,-2.0
303,-0.3706367447653301,10.613647699055338,10.6201171875,0.7031700028801844,-2.0
304,-0.18122778819965626,10.382533032385703,10.384114583333334,0.8173600033479066,-1.0
305,-0.18781788958873466,10.76007968810882,10.76171875,1.0337200042341173,-1.0
306,-0.19276046563054347,11.043239679901157,11.044921875,1.1683440047855371,-1.0
307,-0.19276046563054347,11.043239679901157,11.044921875,1.2981600053172635,-1.0
309,-0.0963839028189543,11.044501318218533,11.044921875,1.2116160049627793,-0.5
310,0.0,11.044921875,11.044921875,1.2981600053172635,0.0
311,-0.5829871167426881,11.124056861751795,11.139322916666666,0.9616000039387137,-3.0
312,-0.1021504611072678,11.705283448368359,11.705729166666666,1.1298800046279884,-0.5
313,0.0,11.328125,11.328125,0.9856400040371815,0.0
314,-0.3039491361138787,11.607349212850952,11.611328125,0.9015000036925439,-1.5
315,-0.20165710250579932,11.552927665127365,11.5546875,0.9087120037220844,-1.0
316,-0.30731886046103923,11.736033793924689,11.740056818181818,0.9441163675034644,-1.5
317,-0.20489224318771054,11.738268750664167,11.740056818181818,1.160476368389675,-1.0
318,-0.10132666706608016,11.610886001204099,11.611328125,1.3342200054649653,-0.5
319,0.0,11.89453125,11.89453125,1.2711150052064872,0.0
320,0.0,11.89453125,11.89453125,1.3414320054945057,0.0
321,0.0,11.89453125,11.89453125,1.1899800048741582,0.0
322,0.0,11.89453125,11.89453125,0.9736200039879476,0.0
323,0.0,11.89453125,11.89453125,0.9736200039879476,0.0
324,0.0,11.89453125,11.89453125,0.8654400035448422,0.0
325,0.0,12.137276785714286,12.137276785714286,0.9581657182103609,0.0
326,8.90847722579106,7.881554870378596,11.89453125,0.9736200039879476,48.5
326,0.0,11.89453125,11.89453125,0.9736200039879476,0.0
327,0.0,12.380022321428571,12.380022321428571,1.0818000044310527,0.0
327,9.343321449353905,8.122025423077234,12.380022321428571,1.0818000044310527,49.0
328,0.10874081343676895,12.460463025682447,12.4609375,1.1779600048249241,0.5
329,0.0,12.234375,12.234375,1.3630680055831266,0.0
330,-0.1067637077379186,12.233909152488222,12.234375,1.1899800048741582,-0.5
332,-0.2174733458395875,12.459039638862844,12.4609375,1.394320005711135,-1.0
333,-0.2224159218813963,12.742199630655183,12.744140625,1.0818000044310527,-1.0
334,-0.2202976750063354,12.620845348458467,12.622767857142858,1.0508914328758798,-1.0
335,0.0,12.744140625,12.744140625,1.0818000044310527,0.0
336,0.22453416875645724,12.863553912851897,12.865513392857142,1.0508914328758798,1.0
337,0.11438968686205565,13.10775980623738,13.108258928571429,0.8345314319896693,0.5
338,0.0,13.1689453125,13.1689453125,1.0818000044310527,0.0
339,0.0,13.59375,13.59375,1.3647323132822513,0.0
340,0.0,13.25390625,13.25390625,1.4063400057603688,0.0
341,0.35584289106015066,13.58909176138648,13.59375,1.3414320054945057,1.5
342,0.23724365000682274,13.591679606032194,13.59375,1.514520006203474,1.0
343,0.23724365000682274,13.591679606032194,13.59375,1.1899800048741582,1.0
344,0.11862634193102067,13.59323239165358,13.59375,1.0385280042538108,0.5
345,0.23724365000682274,13.591679606032194,13.59375,1.0818000044310532,1.0
346,0.2339485993122835,13.402906278170635,13.404947916666666,1.22604000502186,1.0
347,0.23724365000682274,13.591679606032194,13.59375,0.9736200039879477,1.0
348,0.23724365000682274,13.591679606032194,13.59375,0.9952560040765686,1.0
349,0.3607851534359861,13.777829146961293,13.782552083333334,1.1539200047264564,1.5
350,0.24095058203817935,13.804049599876446,13.80615234375,1.4874750060926978,1.0
351,0.47441503329962253,13.585469054790833,13.59375,1.2981600053172635,2.0
352,0.12159200047929619,13.933063201444918,13.93359375,1.4063400057603688,0.5
353,0.24095058203817935,13.804049599876446,13.80615234375,1.8120150074220134,1.0
354,0.24095058203817935,13.804049599876446,13.80615234375,1.2711150052064872,1.0
355,0.2457166375070664,14.077096734819058,14.079241071428571,1.0818000044310527,1.0
356,0.23724365000682274,13.591679606032194,13.59375,1.0385280042538108,1.0
357,0.24465751406953595,14.0164195937207,14.0185546875,1.1358900046526055,1.0
358,0.24712880209044036,14.15799958961687,14.16015625,1.1779600048249241,1.0
359,0.24712880209044036,14.15799958961687,14.16015625,1.2741200052187955,1.0
360,0.25207137813224917,14.441159581409206,14.443359375,1.2981600053172635,1.0
361,0.257013954174058,14.724319573201543,14.7265625,1.202000004923392,1.0
362,0.2668991062576756,15.290639556786218,15.29296875,1.2981600053172635,1.0
363,0.26319217422631896,15.078269562941966,15.08056640625,1.4063400057603688,1.0
364,0.2668991062576756,15.290639556786218,15.29296875,1.2588218233379525,1.0
365,0.25842611875743193,14.805222427999354,14.807477678571429,1.0818000044310527,1.0
366,0.2619565302158668,15.007479564993881,15.009765625,1.0818000044310527,1.0
367,0.2668991062576756,15.290639556786218,15.29296875,0.9272571466551881,1.0
368,0.26319217422631896,15.078269562941966,15.08056640625,1.0547550043202765,1.0
369,0.2668991062576756,15.290639556786218,15.29296875,1.2363428622069175,1.0
370,0.5337169124620754,15.283652686639687,15.29296875,1.0818000044310532,2.0
371,0.2668991062576756,15.290639556786218,15.29296875,1.2981600053172635,1.0
372,0.26959505682593493,15.44509046140022,15.447443181818182,1.3768363692758856,1.0
373,0.5386587357256131,15.425167989293758,15.4345703125,1.4784600060557722,2.0
374,0.40588329761548436,15.500057790331455,15.50537109375,1.1088450045418292,1.5
375,0.2668991062576756,15.290639556786218,15.29296875,1.019982861320707,1.0
376,0.27537209375791927,15.776056685573081,15.778459821428571,1.0508914328758798,1.0
377,0.27019415695221477,15.479412884647777,15.481770833333334,1.0096800041356493,1.0
378,0.2718416822994844,15.573799548578556,15.576171875,0.757260003101737,1.0
379,0.2706060382890322,15.503009550630471,15.50537109375,0.8654400035448423,1.0
380,0.27678425834129317,15.856959540370893,15.859375,0.9856400040371815,1.0
381,0.4003232524426695,15.287728231559791,15.29296875,0.9736200039879476,1.5
382,0.27537209375791927,15.776056685573081,15.778459821428571,1.0818000044310527,1.0
383,0.5633678520433018,16.132744502564115,16.142578125,1.1683440047855371,2.0
384,0.5633678520433018,16.132744502564115,16.142578125,1.2981600053172635,2.0
385,0.6048791674570188,17.321473044858312,17.33203125,1.0385280042538108,2.0
386,0.2846923800081873,16.310015527238633,16.3125,0.9303480038107054,1.0
387,0.5811584157920376,16.64219959211877,16.65234375,0.800532003278979,2.0
389,0.8670698219350997,16.544677790147798,16.5673828125,0.7843050032125133,3.0
390,0.8638937420012714,16.48407457479927,16.506696428571427,0.8963485751000151,3.0
391,1.0243813774977326,16.74848747449583,16.77978515625,0.8924850036556187,3.5
392,0.7226590885282473,16.551614335093962,16.5673828125,0.9465750038771712,2.5
393,0.8781861017034984,16.75678904386764,16.77978515625,1.0547550043202767,3.0
394,0.7263650325719819,16.636494408607266,16.65234375,1.1467080046969162,2.5
395,0.8715163338424593,16.629522291635734,16.65234375,1.2116160049627793,3.0
396,0.7411888087469203,16.976014702660475,16.9921875,1.2194836413586416,2.5
397,0.5876277117006687,16.827455988320462,16.837713068181817,0.7277563666172536,2.0
398,0.7319239486375838,16.76381451887722,16.77978515625,0.8383950034340659,2.5
399,0.8893023814718972,16.968900297587485,16.9921875,0.494537144882767,3.0
400,1.0114145246180144,16.53648130393259,16.5673828125,0.5138550021047501,3.5
401,0.533764336590226,20.383637642079723,20.390625,3.6781200150655797,1.5
401,10.501948246212823,17.47817699087901,20.390625,3.6781200150655797,31.0
401,1.0373482303774508,16.960493645059067,16.9921875,0.43272000177242115,3.5
402,1.0373482303774508,16.960493645059067,16.9921875,0.6220350025478555,3.5
403,0.8893023814718972,16.968900297587485,16.9921875,0.494537144882767,3.0
403,10.349024432245606,17.569157099627986,20.390625,4.110840016838001,30.5
403,-0.177939512896531,20.38984858748037,20.390625,4.110840016838001,-0.5
404,1.6664895821099879,21.174757820991733,21.240234375,4.327200017724211,4.5
404,1.0373482303774508,16.960493645059067,16.9921875,0.4327200017724212,3.5
405,1.0373482303774508,16.960493645059067,16.9921875,0.6490800026586316,3.5
405,0.0,21.5234375,21.5234375,4.471440018315019,0.0
406,0.7709244291118866,22.076387214035105,22.08984375,4.543560018610423,2.0
406,1.185315081199004,16.950795385274358,16.9921875,0.9736200039879477,4.0
407,1.2050703325523209,17.233308641695597,17.275390625,0.6851400028063335,4.0
408,-0.38552093126108694,22.086479359802315,22.08984375,4.759920019496633,-1.0
409,1.185315081199004,16.950795385274358,16.9921875,0.2884800011816141,4.0
409,-0.3914520225112575,22.42627134995312,22.4296875,4.846464019851117,-1.0
410,1.1984852487678819,17.139137556221847,17.180989583333332,0.5529200022647603,4.0
410,-0.3914520225112575,22.42627134995312,22.4296875,4.846464019851117,-1.0
411,1.3331916656879903,16.939806256793386,16.9921875,0.38944800159517906,4.5
411,-0.4067034000116961,23.300022181769474,23.303571428571427,4.759920019496633,-1.0
412,1.1984852487678819,17.139137556221847,17.180989583333332,0.4086800016739533,4.0
412,-0.8302263082743394,23.774570845883957,23.7890625,4.759920019496633,-2.0
413,1.4809667224699727,16.927527096480834,16.9921875,0.43272000177242115,5.0
413,-1.2302016277027912,23.473645411662687,23.505859375,4.723860019348931,-3.0
414,1.3331916656879903,16.939806256793386,16.9921875,0.43272000177242115,4.5
415,1.3331916656879903,16.939806256793386,16.9921875,0.43272000177242115,4.5
416,-1.718706867738556,24.578653308647816,24.638671875,3.8944800159517907,-4.0
416,1.3331916656879903,16.939806256793386,16.9921875,0.43272000177242115,4.5
417,1.3331916656879903,16.939806256793386,16.9921875,0.389448001595179,4.5
417,-0.8302263082743394,23.774570845883957,23.7890625,3.6781200150655793,-2.0
418,1.3331916656879903,16.939806256793386,16.9921875,0.43272000177242115,4.5
418,0.4448318437627926,25.484399261310365,25.48828125,3.461760014179369,1.0
419,1.3554115267827902,17.222136361073275,17.275390625,0.6490800026586317,4.5
420,1.510586056919372,17.26607763841045,17.33203125,0.7572600031017369,5.0
421,1.6751612549851649,17.397214806283507,17.477678571428573,0.6490800026586317,5.5
422,1.534820057832517,17.54307353635286,17.610085227272727,0.43272000177242115,5.0
423,1.6693447228497995,17.336807810428354,17.4169921875,0.5679450023263027,5.5
424,1.811690591869447,17.237084569332144,17.33203125,0.28126800115207373,6.0
425,1.510586056919372,17.26607763841045,17.33203125,0.28126800115207373,5.0
426,1.6489868603760214,17.125383324935324,17.20458984375,0.45976500188319747,5.5
427,1.2149479582289793,17.374565269906217,17.4169921875,0.29749500121853956,4.0
428,1.5550150585934714,17.773903451304875,17.841796875,0.1081800004431053,5.0
429,1.3776313878775899,17.504466465353165,17.55859375,0.0,4.5
430,1.5303322798856385,17.49177799969686,17.55859375,-0.10818000044310531,5.0
431,1.5550150585934714,17.773903451304875,17.841796875,0.14424000059080705,5.0
432,0.0,25.48828125,25.48828125,0.43272000177242115,0.0
433,1.8353728218285248,17.462405936251518,17.55859375,-0.07212000029540351,6.0
434,1.7761672469308305,16.899102518953082,16.9921875,-0.43272000177242115,6.0
435,1.8353728218285248,17.462405936251518,17.55859375,-0.07212000029540351,6.0
437,1.864975609277372,17.744057644900735,17.841796875,-0.43272000177242115,6.0
438,1.5550150585934714,17.773903451304875,17.841796875,-0.43272000177242115,5.0
439,1.7100604477973556,17.75965678141441,17.841796875,0.1081800004431053,5.5
440,1.3998512489723898,17.786796569633054,17.841796875,0.6490800026586317,4.5
440,1.3331916656879903,16.939806256793386,16.9921875,-0.43272000177242115,4.5
