time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),wind_speed(mph),wind_direction(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
0,2026-05-28 08:07:21,51.9888231843663,4.38996540325924,0,Available with any HD 360 subscription,Available with any HD 360 subscription,-3.81804638202,0.328084,0,0,0,25,5,0,0,0,0,0,0,0,0,154.5, 0.8, -0.7,Available with Enterprise subscription,,0,0,1024,1024,1024,1024,0,0,0,0,150.3,0,0,64,3.824,3.82,3.819,0,0,0,0,96.8,-3.81804638202,0,41,Motors_Started,"Flying over vegetation."
100,2026-05-28 08:07:21,51.9888231841232,4.38996540292579,0,,,-3.81804638202,0.328084,0,0.000116097116576,0.000116097116576,25,5,0,0,0,0,0.000116097116576,0,0,0,154.5, 0.8, -0.7,,,0,0,364,364,364,1684,-100,-100,-100,100,150.3,0,0,64,3.824,3.82,3.819,0,0,0,0,96.8,-3.81804638202,0,41,Motors_Started,
200,2026-05-28 08:07:21,51.9888231874944,4.38996541086499,0,,,-3.81804638202,0.328084,0,0.00205491476392,0.002282808472,25,5,0,0,0,0,0.00205491476392,0,0,0,154.5, 0.8, -0.7,,,0,0,364,364,364,1684,-100,-100,-100,100,150.3,0,0,64,3.824,3.82,3.819,0,0,0,0,96.8,-3.81804638202,0,41,Motors_Started,
300,2026-05-28 08:07:22,51.9888231882272,4.38996541194054,0,,,-3.81804638202,0.328084,0,0.00240599089064,0.00264321530768,25,5,0,0,0,0,0.00240599089064,0,0,0,154.5, 0.8, -0.7,,,0,0,364,364,364,1684,-100,-100,-100,100,150.3,0,0,64,3.824,3.82,3.819,0,0,0,0,96.8,-3.81804638202,0,41,Motors_Started,
400,2026-05-28 08:07:22,51.988823190786,4.38996541608838,0,,,-3.81804638202,0.328084,0,0.003714074922,0.0039623032764,25,5,0,0,0,0,0.003714074922,0,0,0,154.5, 0.8, -0.7,,,0,0,364,364,364,1684,-100,-100,-100,100,150.3,0,0,64,3.824,3.82,3.819,0,0,0,0,96.8,-3.81804638202,0,41,Motors_Started,
500,2026-05-28 08:07:22,51.9888231921806,4.3899654183199,0,,,-3.81804638202,0.328084,0,0.0044248032912,0.004676673378,25,5,0,0,0,0,0.0044248032912,0,0,0,154.5, 0.8, -0.7,,,0,0,364,364,364,1684,-100,-100,-100,100,150.3,0,0,64,3.824,3.82,3.819,0,0,0,0,96.8,-3.81804638202,0,41,Motors_Started,"Setting new Return-To-Home altitude to 97m (318 ft). Data Recorder File Index is 34. Setting new Maximum Flight Altitude to 285m (935 ft)"
600,2026-05-28 08:07:22,51.9888231930272,4.38996541976149,0,,,-3.81804638202,0.328084,0,0.004871555274,0.0051242127624,25,5,0,0,0,0,0.004871555274,0,0,0,154.5, 0.8, -0.7,,,0,0,364,364,364,1684,-100,-100,-100,100,150.3,0,0,64,3.824,3.82,3.819,0,0,0,0,96.8,-3.81804638202,0,41,Motors_Started,
700,2026-05-28 08:07:22,51.9888231920251,4.38996541938892,0,,,-3.81804638202,0.328084,0,0.0045762140572,0.0054992783912,25,5,0,0,0,0,0.004871555274,0,0,0,154.5, 0.8, -0.7,,,0,0,1024,1024,1024,1024,0,0,0,0,150.3,0,0,64,3.824,3.82,3.819,0,0,0,0,96.8,-3.81804638202,0,41,Motors_Started,
800,2026-05-28 08:07:22,51.9888231937757,4.38996542298334,0,,,-3.81804638202,0.328084,0,0.0056057744576,0.0065289044084,25,5,0,0,0,0,0.0056057744576,0,0,0,154.5, 0.8, -0.7,,,0,0,1024,1024,1024,1024,0,0,0,0,150.3,0,0,64,3.824,3.82,3.819,0,0,0,0,96.8,-3.81804638202,0,41,Motors_Started,
900,2026-05-28 08:07:22,51.9888231957479,4.38996542672514,0,,,-3.81804638202,0.328084,0,0.0067112534956,0.007635498932,25,5,0,0,0,0,0.0067112534956,0,0,0,154.5, 0.8, -0.7,,,0,0,1024,1024,1024,1024,0,0,0,0,150.3,0,0,64,3.824,3.82,3.819,0,0,0,0,96.8,-3.81804638202,0,41,Motors_Started,
